Site,geo_point,Geo Shape,Shape__Length
CPL,"48.89845129141445, 2.358571547859972","{""coordinates"": [[2.3588111410573, 48.8984639042511], [2.35838005572215, 48.8984468952738], [2.35839155505609, 48.8983922299335]], ""type"": ""LineString""}",57.41934826435258
Arena Paris Sud,"48.82873086841481, 2.3000274354436496","{""coordinates"": [[2.29515605739222, 48.8298634722658], [2.29669617582771, 48.8294509678991], [2.2977513513335, 48.829247762637], [2.30122191517855, 48.8284637818088], [2.30292108752162, 48.8280739234493], [2.30490917602638, 48.8276381286367]], ""type"": ""LineString""}",1149.4998386935558
Parc des Princes,"48.84119209329805, 2.2545619146433","{""coordinates"": [[2.25439326044029, 48.8410322979669], [2.25473056884631, 48.8413518886292]], ""type"": ""LineString""}",65.81752124648582
Trocadero,"48.862372437140294, 2.2880714364118253","{""coordinates"": [[2.2876825422506, 48.8626094321644], [2.28846033057305, 48.8621354421162]], ""type"": ""LineString""}",118.02298857637122
La Concorde,"48.870068528070945, 2.324963743147485","{""coordinates"": [[2.32532748178581, 48.870573295566], [2.32460000450916, 48.8695637605759]], ""type"": ""LineString""}",189.07261172054777
AQC,"48.92163191810332, 2.3516729205973834","{""coordinates"": [[2.3545501477971, 48.9181903580634], [2.3545442988663, 48.918242963392], [2.35446611309722, 48.9189073038195], [2.35444200321329, 48.9192443259608], [2.35434337358501, 48.920091192604], [2.35429296282619, 48.9203345921722], [2.35418995840247, 48.9209264328437], [2.35285220704428, 48.92083852901], [2.35161077484751, 48.920757657677], [2.35135927711069, 48.9216226248209], [2.35140743669138, 48.9217175592045], [2.35128290324353, 48.9221138738201], [2.34983959265294, 48.9220902630578], [2.3496469561268, 48.9222273894868], [2.34953458496959, 48.9225227366679], [2.34932054518347, 48.9230712347849], [2.34918141950217, 48.9232364859808], [2.34912751339858, 48.9234450511979], [2.34915291416157, 48.9237557093357], [2.34909730215726, 48.9239081994739], [2.34896545282974, 48.9240610474257], [2.34893358958663, 48.9241113168732], [2.34888127080618, 48.9241918929659], [2.34926883456245, 48.9244910007585], [2.3497207706937, 48.9243671432906], [2.35007614781334, 48.9241093454538]], ""type"": ""LineString""}",1709.3885769507197
Stade de France,"48.92727553463764, 2.3580292352508967","{""coordinates"": [[2.35697956153295, 48.9277199303651], [2.35822410639217, 48.9278820564109], [2.35839576815478, 48.9259788074858]], ""type"": ""LineString""}",464.2735385229201
Parc des Princes,"48.83964445121829, 2.2548048891585375","{""coordinates"": [[2.25560146934461, 48.8385477726587], [2.25557052687462, 48.8385788053081], [2.25550127664771, 48.8385400141977], [2.25471152007072, 48.8393080776779], [2.25444630416116, 48.8408655032032], [2.25439326044029, 48.8410322979669]], ""type"": ""LineString""}",467.1484744552204
La Concorde,"48.86712195749758, 2.3157358301723328","{""coordinates"": [[2.31408411289253, 48.8677462866173], [2.31609231826975, 48.8671087638177], [2.31595097824127, 48.8669041335591], [2.31732299673424, 48.8664826791362]], ""type"": ""LineString""}",454.8246064849202
La Concorde,"48.86999886456251, 2.3274998525392063","{""coordinates"": [[2.32975937413892, 48.8703537195673], [2.32813268865277, 48.8700665142261], [2.32794438739616, 48.8700787815633], [2.32523745532296, 48.8696540768101]], ""type"": ""LineString""}",518.3438157030854
CPL,"48.897382337270166, 2.3588969903724766","{""coordinates"": [[2.3588219846211, 48.8982392626862], [2.35886353978783, 48.8970852683554], [2.35899711837225, 48.8970812241684], [2.35902503890961, 48.8965721719188]], ""type"": ""LineString""}",296.60102495310497
Arena Paris Sud,"48.83027752239314, 2.292458508756509","{""coordinates"": [[2.29215870178431, 48.8308223620306], [2.29252423795152, 48.8306589033673], [2.29247841578718, 48.829573530751], [2.2924872210736, 48.8295621606352]], ""type"": ""LineString""}",234.96073257796968
EIF,"48.856046143872, 2.29598931219189","{""coordinates"": [[2.29606486499887, 48.8562628796045], [2.29591375938491, 48.8558294081395]], ""type"": ""LineString""}",75.24359750468842
RGAouPDP,"48.84753813768275, 2.25803876355127","{""coordinates"": [[2.25819927228045, 48.8475391263808], [2.25787825482209, 48.8475371489847]], ""type"": ""LineString""}",35.737065499698495
Stade de Lyon,"45.76525581767854, 4.97718325943535","{""coordinates"": [[4.98042478208516, 45.7613477834474], [4.98046769742939, 45.7609785242597], [4.97949494940846, 45.7609635542442], [4.97945918683988, 45.7611881040554], [4.97925891501517, 45.7613228335083], [4.97711314780344, 45.7617220300533], [4.97583283959721, 45.7617469795855], [4.97485293945547, 45.7619216271405], [4.97511758429653, 45.7633038178263], [4.97509612662441, 45.7637628770667], [4.97461690506218, 45.7652797422619], [4.9743451081003, 45.7666768182367], [4.97451676947724, 45.7669262922689], [4.97498883826382, 45.7674651529278], [4.97528924567346, 45.7682135615568], [4.9754036868097, 45.76884720627], [4.9783648455619, 45.7685528369035], [4.97985972983446, 45.7683482740436], [4.98126878407339, 45.7680838382661], [4.98134030921055, 45.7667017657815]], ""type"": ""LineString""}",2762.0297298865235
Stade de France,"48.932276379391325, 2.3522885256522352","{""coordinates"": [[2.34714639222721, 48.9356828077257], [2.34759700334337, 48.9354008937909], [2.35157096279665, 48.9328100276911], [2.3554333466628, 48.9302049285347], [2.35574448239088, 48.9299413107741], [2.35552239509468, 48.9297080004434], [2.35568654524176, 48.9295761905328], [2.35684955152751, 48.9294253473503], [2.35693109061468, 48.9289981924894]], ""type"": ""LineString""}",1645.6566198531982
La Concorde,"48.87075677861007, 2.3251393545676464","{""coordinates"": [[2.32532748178581, 48.870573295566], [2.32496483819381, 48.8706921623165], [2.32507785164645, 48.8708784014902], [2.32527709348488, 48.8708686627004], [2.32528923241933, 48.8709758087832]], ""type"": ""LineString""}",119.46564097178306
Parc des Princes,"48.84510692460497, 2.2558284118431353","{""coordinates"": [[2.25553928885895, 48.8447882002669], [2.25565172649149, 48.8449935446434], [2.25586889061814, 48.8450341403559], [2.25595980192153, 48.8452322116559], [2.25603509870864, 48.8452612348926], [2.25596497262433, 48.8453750191316], [2.25602242437829, 48.8454394087265]], ""type"": ""LineString""}",140.16600029326227
BCY,"48.83897088739465, 2.38091014485681","{""coordinates"": [[2.38117462908855, 48.838767012245], [2.38064566062507, 48.8391747625443]], ""type"": ""LineString""}",90.68306146429693
BCY,"48.83887468243368, 2.380694500051518","{""coordinates"": [[2.38051395951957, 48.8391226693826], [2.38043861871501, 48.8390732935505], [2.3810046211244, 48.8386205668541]], ""type"": ""LineString""}",110.99697438896875
Arena Paris Sud,"48.83166436876586, 2.29013714836033","{""coordinates"": [[2.28805087577161, 48.8322160407733], [2.2890431808856, 48.8321916696651], [2.29215870178431, 48.8308223620306]], ""type"": ""LineString""}",527.5566994388489
Parc des Princes,"48.843626168782194, 2.25502242699055","{""coordinates"": [[2.25450556512215, 48.8424641372975], [2.25553928885895, 48.8447882002669]], ""type"": ""LineString""}",409.6084185926159
EIF,"48.856778305358546, 2.29192463585557","{""coordinates"": [[2.29276127101565, 48.8562466665971], [2.29108800069549, 48.85730994412]], ""type"": ""LineString""}",258.95818382570275
La Concorde,"48.86678232914515, 2.322079074454575","{""coordinates"": [[2.32202965319006, 48.8667100811764], [2.32212849571909, 48.8668545771139]], ""type"": ""LineString""}",26.81413538581877
BCY,"48.83781602930829, 2.381452312778385","{""coordinates"": [[2.38107637405772, 48.8386862729877], [2.3810046211244, 48.8386205668541], [2.38118143382683, 48.8384971067294], [2.38209948060616, 48.837748676201], [2.38119658301578, 48.8372847512806], [2.38063173853482, 48.837280539067]], ""type"": ""LineString""}",395.46013167221076
Stade Roland-Garros,"48.84812826348715, 2.256988248505185","{""coordinates"": [[2.25695604165645, 48.847846317613], [2.25702045535392, 48.8484102093613]], ""type"": ""LineString""}",95.65922458035604
Stade Roland-Garros,"48.86498103131356, 2.635953283494309","{""coordinates"": [[2.64332431727024, 48.8639998165911], [2.64308578401957, 48.8644997978604], [2.64285213490911, 48.8646876580043], [2.64275328160032, 48.8648311847213], [2.64266745026988, 48.8649149961063], [2.64252261130334, 48.8649599900201], [2.6421511893744, 48.8649182126178], [2.64151254020798, 48.8650382486875], [2.64123125613297, 48.8650632071667], [2.64087841675399, 48.8650330507509], [2.64054604009887, 48.8649861345626], [2.63971728945201, 48.8649153022156], [2.63897224651832, 48.8649218747014], [2.63816507070965, 48.8649431055621], [2.63763635197783, 48.8649678383482], [2.63653120319281, 48.8650415213308], [2.63568945751708, 48.8650636610109], [2.6349844776484, 48.8650444145883], [2.63470818820636, 48.8650261172133], [2.63439695519808, 48.8649911097182], [2.63392716325393, 48.8649382680918], [2.63362701006639, 48.8648784166195], [2.6332517370598, 48.8648013803695], [2.63268420481948, 48.8647637955999], [2.63225119259802, 48.8647840514665], [2.63186640822923, 48.8648338309758], [2.63154393370348, 48.864875549354], [2.63119385664402, 48.8649413475028], [2.630852100679, 48.8650178304143], [2.6302847804411, 48.8651635284862], [2.62975120451854, 48.8653129283727], [2.62927820558881, 48.8654018292988], [2.62886284166943, 48.8654672958303], [2.62836658445872, 48.8655247296641], [2.62833878878719, 48.8653182893796]], ""type"": ""LineString""}",1833.5521458413882
Stade de France,"48.920184029164844, 2.357194160069514","{""coordinates"": [[2.35459472040488, 48.9181809372208], [2.35733910414057, 48.9181610424074], [2.35787712852042, 48.9181708599456], [2.35776968731751, 48.9196662295495], [2.35758890226488, 48.9224869666516], [2.35760364451701, 48.923969071683], [2.3579922961331, 48.9239783816479]], ""type"": ""LineString""}",1391.7215557940374
LGN,"48.75230388412836, 2.0687759763319558","{""coordinates"": [[2.070254404552, 48.7543286259083], [2.06791909538549, 48.7514284467503], [2.06781180689619, 48.7512869701404], [2.06788690874886, 48.7510464591077], [2.06805857051147, 48.7509049820144], [2.06836970650169, 48.7509120557305], [2.06820877421684, 48.7512445269613], [2.06859501205977, 48.7517184717854]], ""type"": ""LineString""}",837.5767793544481
Stade de France,"48.918093649490345, 2.348423314615065","{""coordinates"": [[2.351175260818, 48.9181817784203], [2.34567136841213, 48.9180055205604]], ""type"": ""LineString""}",613.4176072630289
BCY,"48.840100014388895, 2.37949110045702","{""coordinates"": [[2.37922009265969, 48.8399948843595], [2.37976210825435, 48.8402051444183]], ""type"": ""LineString""}",70.03746949372155
Trocadero,"48.8686009720911, 2.2950284698414003","{""coordinates"": [[2.29335238672709, 48.8647522402321], [2.29392346371952, 48.8650315899392], [2.29517096852764, 48.8671947985571], [2.29555304447585, 48.8677467197552], [2.29554696288136, 48.8681964153417], [2.29556349547584, 48.8693743782815], [2.2955391529283, 48.8695741147358], [2.29546650796789, 48.87014477318], [2.2954311502783, 48.8703587219606], [2.29540670981437, 48.8705655964274], [2.29525320030874, 48.87151412257], [2.2952153300313, 48.8719136579552], [2.29514702483204, 48.8721631062682], [2.29507601480548, 48.8726124165142], [2.29501698291488, 48.872976134711]], ""type"": ""LineString""}",1461.6498119221264
EIF,"48.8569886533071, 2.2939621882947803","{""coordinates"": [[2.29298664933726, 48.8563289964205], [2.2949377272523, 48.8576483101937]], ""type"": ""LineString""}",311.44796309755594
BCY,"48.83823814758815, 2.38165045591477","{""coordinates"": [[2.38107637405772, 48.8386862729877], [2.38222453777182, 48.8377900221886]], ""type"": ""LineString""}",198.27672533288137
VNS,"48.86629587326384, 2.6230042257039234","{""coordinates"": [[2.6202916310647, 48.8688559754246], [2.61995885735423, 48.8688786328163], [2.61970601933101, 48.8685730756579], [2.61945748783124, 48.867919121938], [2.61945352356588, 48.8673681291972], [2.61962922684893, 48.8666172145163], [2.62009720060293, 48.866275593373], [2.62126876722681, 48.8660308880698], [2.62277886037225, 48.8659216554512], [2.62332284058243, 48.8657454443119], [2.62354166838901, 48.8656745598554], [2.62385916445144, 48.8656082438284], [2.62407122524899, 48.8655806772261], [2.624380497235, 48.8655514406203], [2.62475000754904, 48.8655354776332], [2.62526456973031, 48.8655673486453], [2.62561283758282, 48.8656004789228], [2.62605824475856, 48.8656428490553], [2.62645911436084, 48.865667678409], [2.62686980973568, 48.865676629903], [2.62724600800701, 48.865651014018], [2.62752930610488, 48.8656305215369], [2.62787753173656, 48.8655800697431], [2.62832836653327, 48.865531179155], [2.62830053762409, 48.8653246626658]], ""type"": ""LineString""}",1484.4220756304528
VNS,"48.86296522221884, 2.6428628759944908","{""coordinates"": [[2.64363304577551, 48.8637177988554], [2.64399782645957, 48.8632307956297], [2.64416591113067, 48.8630496380801], [2.64434830147271, 48.8629261211662], [2.64438048810935, 48.8628661278189], [2.64428392819944, 48.8626826162939], [2.64398888552752, 48.8625520410806], [2.64379040276551, 48.8625649810137], [2.643661656219, 48.8626414439182], [2.64349714684268, 48.8626679123422], [2.64331118030752, 48.8626670300222], [2.64311090899975, 48.862701879581], [2.64293924723718, 48.86280870689], [2.64278189114548, 48.862850357813], [2.6426102302812, 48.862852361198], [2.64253155133705, 48.8628133666844], [2.64240995807513, 48.8626103582173], [2.64229909339268, 48.8624523882361], [2.64222756773312, 48.8623673523641], [2.64212385543692, 48.8623567650508], [2.64208451731233, 48.8624244062135], [2.641308464535, 48.8639439488137], [2.64119759985251, 48.8638542534152]], ""type"": ""LineString""}",817.088083968593
Stade de France,"48.91818882855641, 2.3529294257769653","{""coordinates"": [[2.35452265755279, 48.9181888285564], [2.35133619400114, 48.9181888285564]], ""type"": ""LineString""}",354.71550000086427
BCY,"48.839315108327604, 2.381200868171256","{""coordinates"": [[2.38188288511307, 48.8399170950031], [2.3820204243696, 48.8397185166807], [2.38051395951957, 48.8391226693826], [2.38107637405772, 48.8386862729877]], ""type"": ""LineString""}",329.3482886957089
Invalides,"48.86252461756623, 2.311117666488158","{""coordinates"": [[2.3090543090728, 48.8623242838806], [2.309595055348, 48.8623416821884], [2.31026562614801, 48.8623598257095], [2.31054691291798, 48.8623614467534], [2.31071508382737, 48.8624623555978], [2.31119778456215, 48.8625055870712], [2.31156038144173, 48.8626314092213], [2.31185533967202, 48.8626902144075], [2.31277813494594, 48.8627264509578], [2.31318336317398, 48.8627214182529]], ""type"": ""LineString""}",473.8299894977856
Stade Roland-Garros,"48.84608676541942, 2.2494450343113384","{""coordinates"": [[2.2429522846424, 48.8474626888803], [2.25062436339441, 48.8455401985712], [2.2545267905157, 48.8454238549207], [2.2547662975401, 48.8454936761592], [2.25571105752105, 48.8454829002395], [2.25602242437829, 48.8454394087265]], ""type"": ""LineString""}",1518.514305347361
EIF,"48.86360071836992, 2.3013653901882036","{""coordinates"": [[2.30131365383034, 48.8626227763073], [2.30154048562609, 48.8628125606021], [2.30143245602664, 48.8640911687648], [2.3012848942665, 48.8641217175506], [2.30113568679277, 48.8642750397425], [2.30091471021603, 48.8642937368756], [2.30083114353841, 48.8643931892671]], ""type"": ""LineString""}",349.6044288428784
BCY,"48.837732791646744, 2.3823957115648238","{""coordinates"": [[2.38267536268703, 48.8375885843428], [2.38231790057763, 48.8378208885709], [2.38209948060616, 48.837748676201]], ""type"": ""LineString""}",83.12982474479875
Parc des Princes,"48.84203242577438, 2.252438682162124","{""coordinates"": [[2.25450556512215, 48.8424641372975], [2.25396369685118, 48.8426359709216], [2.25146005352681, 48.8422491138655], [2.25158143658294, 48.8403869007917]], ""type"": ""LineString""}",668.5063671118644
Arena Champ-de-Mars,"48.85550864330965, 2.29425859326183","{""coordinates"": [[2.29298664933726, 48.8563289964205], [2.2955305371864, 48.8546882901988]], ""type"": ""LineString""}",396.5464111652872
EIF,"48.85643639472249, 2.294973718254175","{""coordinates"": [[2.29589230132774, 48.8558435265947], [2.29405513518061, 48.8570292628503]], ""type"": ""LineString""}",286.4829880512495
EIF,"48.86166910729468, 2.2986028465648096","{""coordinates"": [[2.2957195445188, 48.8604526196822], [2.29595103228271, 48.8607111898038], [2.29658114655558, 48.8610527904243], [2.29742674061398, 48.8614622793907], [2.29806588295548, 48.8616706710509], [2.2986336092319, 48.8618262902127], [2.29969822782794, 48.8620419239821], [2.30049031643139, 48.8621417389807], [2.30130481081468, 48.8621845688667], [2.30132086640373, 48.8626228188573]], ""type"": ""LineString""}",785.3407533082376
EIF,"48.8586757167161, 2.296486567880055","{""coordinates"": [[2.29553849985307, 48.8580230587373], [2.29743463590704, 48.8593283746949]], ""type"": ""LineString""}",305.50297421200554
EIF,"48.86477154099847, 2.300876019371368","{""coordinates"": [[2.30062689449056, 48.8650127447549], [2.30105739232754, 48.8648486932554], [2.30083107706306, 48.8645796734919], [2.30083114353841, 48.8643931892671]], ""type"": ""LineString""}",138.9692878970246
EIF,"48.859083790283826, 2.297881175638306","{""coordinates"": [[2.2999666129938, 48.857648626986], [2.29989113923856, 48.8578150945703], [2.2957195445188, 48.8604526196822]], ""type"": ""LineString""}",673.4474466499855
Stade Roland-Garros,"48.84781530323206, 2.2543748995072685","{""coordinates"": [[2.25788267453327, 48.8476156873148], [2.25787825482209, 48.8475371489847], [2.25735140817931, 48.8475493065704], [2.257280683817, 48.8476103923939], [2.25706188026494, 48.8477122011459], [2.2569889451487, 48.8478460066701], [2.25266812409058, 48.8478867301224], [2.25125639826537, 48.8478998192686], [2.25122226677615, 48.8478372884456], [2.25110515251423, 48.8476411173515], [2.25109450657983, 48.84735619888]], ""type"": ""LineString""}",872.1622079840025
La Concorde,"48.8666774546539, 2.3225990188569097","{""coordinates"": [[2.32207934709326, 48.8668705030432], [2.32296366303201, 48.8665839460445], [2.32284292586456, 48.8663802260317]], ""type"": ""LineString""}",146.7395650302313
Invalides,"48.860882239210554, 2.3147626131215597","{""coordinates"": [[2.31447821189249, 48.8608986953901], [2.31504701435063, 48.860865783031]], ""type"": ""LineString""}",63.563229895904605
EIF,"48.8640782847743, 2.301667195691855","{""coordinates"": [[2.30143245602664, 48.8640911687648], [2.30190193535707, 48.8640654007838]], ""type"": ""LineString""}",52.443785496081034
La Concorde,"48.869376067849586, 2.323969151315628","{""coordinates"": [[2.32460000450916, 48.8695637605759], [2.32448243929296, 48.8693963866394], [2.3242705177343, 48.8693541685899], [2.32384024986604, 48.8694829628378], [2.32357591340717, 48.8694277647527], [2.32350564269405, 48.8693003122804], [2.32383788190696, 48.8691308646035]], ""type"": ""LineString""}",209.09247408284963
La Concorde,"48.86670783081106, 2.317487199335885","{""coordinates"": [[2.31888208040202, 48.8663068978044], [2.31609231826975, 48.8671087638177]], ""type"": ""LineString""}",338.9071389935623
CPL,"48.8982257826142, 2.360725053304456","{""coordinates"": [[2.35939715703289, 48.8975561770876], [2.3595323903141, 48.8975644094808], [2.35950734708059, 48.8983052626261], [2.35960251011021, 48.8983373655181], [2.36019274726932, 48.898350813518], [2.36108582447703, 48.89836272018], [2.36126695717768, 48.8982776691579], [2.36262393068629, 48.8983072657725]], ""type"": ""LineString""}",493.6079361204934
La Concorde,"48.86851938159563, 2.3237895084621902","{""coordinates"": [[2.32538059467696, 48.8696765364837], [2.32550595008329, 48.8693654221309], [2.32476862816945, 48.869234930534], [2.32457941961441, 48.8689814950241], [2.32409080257518, 48.8691124617707], [2.32383788190696, 48.8691308646035], [2.3232216286389, 48.8682564773442], [2.32301632047734, 48.8679610309713], [2.3222014703612, 48.8668309301932]], ""type"": ""LineString""}",704.057227216942
Invalides,"48.86284703520834, 2.314024438068425","{""coordinates"": [[2.31318105809696, 48.8626416998088], [2.31318700224919, 48.8628473261419], [2.31504768718876, 48.8628694118326]], ""type"": ""LineString""}",241.96520320182628
Arena Paris Sud,"48.827626395265796, 2.304937588840505","{""coordinates"": [[2.30490917602638, 48.8276381286367], [2.30496600165463, 48.8276146618949]], ""type"": ""LineString""}",7.4673665533406295
Arena Champ-de-Mars,"48.85429219870085, 2.30574331342081","{""coordinates"": [[2.30539008641877, 48.8540774765388], [2.30609654042285, 48.8545069208629]], ""type"": ""LineString""}",107.06720806134558
BCY,"48.84209767197669, 2.376414964961109","{""coordinates"": [[2.3746026937088, 48.8432370712181], [2.37441039315258, 48.8430854972098], [2.37614807267859, 48.8421070536385], [2.37632562379618, 48.8419562826284], [2.37642454447865, 48.8419746451935], [2.37662993708184, 48.8421333608775], [2.37729645288666, 48.8417917960994], [2.37796406014459, 48.8413580243394], [2.37857816464249, 48.8409481970936]], ""type"": ""LineString""}",662.7686703291579
ELA,"48.78865215975079, 1.9725894531133032","{""coordinates"": [[1.97090388607184, 48.7902649430619], [1.97244883834187, 48.7897842931145], [1.97294236467411, 48.7895581035545], [1.97302819510625, 48.7893248446692], [1.9733393310965, 48.7889996932501], [1.97365046798502, 48.7888088432432], [1.97378994221267, 48.7886179919186], [1.97378994221267, 48.7883847286631], [1.97351099285908, 48.7881514637314], [1.97282434760537, 48.7876778626692], [1.97255612683118, 48.787416319568], [1.97244883834187, 48.7870982255857], [1.97139741240407, 48.7870982255857]], ""type"": ""LineString""}",871.4143787003298
DEF,"48.89585577714816, 2.225940578641148","{""coordinates"": [[2.22890100046158, 48.8949930665616], [2.22386917633078, 48.896594203155], [2.22330054724751, 48.8957760077301]], ""type"": ""LineString""}",774.6192444868808
Arena Paris Nord,"48.9731540630543, 2.5147679333268362","{""coordinates"": [[2.51401485225721, 48.9739432130312], [2.51391829324564, 48.9733305176446], [2.5157582881876, 48.9728551452857], [2.51570464439209, 48.9724818869587]], ""type"": ""LineString""}",388.162778063417
Parc des Princes,"48.83895806427564, 2.2527705447742727","{""coordinates"": [[2.25158143658294, 48.8403869007917], [2.25171756907771, 48.839334216108], [2.25120652469912, 48.8390230313855], [2.25124446774009, 48.8387488164199], [2.25183055378428, 48.8387286877795], [2.25198332128148, 48.8387593886237], [2.25308433781621, 48.8386532366427], [2.2535887220853, 48.8386742320924], [2.25386696985465, 48.8387533052168], [2.25480501133561, 48.8386996631221], [2.25543151707601, 48.8386078578246]], ""type"": ""LineString""}",776.0117354651911
RGAouPDP,"48.846085536263985, 2.2574718383705843","{""coordinates"": [[2.25602242437829, 48.8454394087265], [2.25742194389541, 48.8454204438422], [2.25831515495208, 48.8472582650042], [2.25819927228045, 48.8475391263808]], ""type"": ""LineString""}",531.4536041350467
Arena Paris Sud,"48.83471938993786, 2.2829814416711005","{""coordinates"": [[2.27890822705173, 48.8366925314937], [2.28101159815352, 48.8362155613584], [2.2812019745184, 48.8359637727142], [2.28081947815865, 48.8352540796899], [2.28103401920468, 48.8351976127773], [2.28371064571346, 48.834318941172], [2.28408838639211, 48.8341416821471], [2.28709227993866, 48.832900972633], [2.28702604355951, 48.8324132574423]], ""type"": ""LineString""}",1310.4707511668717
Arena Paris Sud,"48.83026205227603, 2.293840408788644","{""coordinates"": [[2.29252423795152, 48.8306589033673], [2.29367944266081, 48.8303116454449], [2.29515605739222, 48.8298634722658]], ""type"": ""LineString""}",322.3761721081937
Arena Champ-de-Mars,"48.852879041785954, 2.2984186251225496","{""coordinates"": [[2.30135256076359, 48.8516780531876], [2.30083310006909, 48.8513243312281], [2.30062933431488, 48.8514309026373], [2.29938378963072, 48.8522440894248], [2.29889812086227, 48.8525363102014], [2.29548107684518, 48.8547198944554]], ""type"": ""LineString""}",911.0238355591634
EIFouCDM,"48.855589406815234, 2.291656685728872","{""coordinates"": [[2.28981330029047, 48.8552932981251], [2.29224835724292, 48.8554750387505], [2.29297695561705, 48.8560773218898], [2.29276127101565, 48.8562466665971], [2.29298664933726, 48.8563289964205]], ""type"": ""LineString""}",469.1241227986064
Stade Roland-Garros,"48.848038477460285, 2.2427535401237653","{""coordinates"": [[2.24300335656125, 48.8487996954847], [2.2428553716946, 48.8486059388186], [2.24273943692066, 48.848493844301], [2.24281298019634, 48.8483953203282], [2.24296613486745, 48.8481253407839], [2.24279590591774, 48.8479300900491], [2.24238368789846, 48.8477662952742], [2.24295236010085, 48.8474574997592]], ""type"": ""LineString""}",300.69725914180367
VNS,"48.86913787469584, 2.6414060856526853","{""coordinates"": [[2.6394863505588, 48.8749387438631], [2.63945416392216, 48.8747976159476], [2.63942197818383, 48.8746988258744], [2.63984040266339, 48.8734498200147], [2.63997987689103, 48.8731887248443], [2.64052704791713, 48.8715727246962], [2.64111713415927, 48.8699213870436], [2.64116004937534, 48.8697802449744], [2.64227584858638, 48.8666326636452], [2.6424904246667, 48.86603276605], [2.64254406936054, 48.8658139779326], [2.64271573022482, 48.865404630349], [2.64264062837211, 48.8651505502227], [2.64252261130334, 48.8649599900201], [2.64266745026988, 48.8649149961063], [2.64275328160032, 48.8648311847213], [2.64290348530573, 48.8648664736182], [2.6430375956928, 48.8648470646098], [2.64325217267145, 48.8646000399403], [2.64361963482664, 48.8637389729039]], ""type"": ""LineString""}",2002.9017541411624
Velopark de Saint-Quentin-en-Yvelines,"48.787872506540914, 2.040983336620738","{""coordinates"": [[2.04161158201351, 48.7872584143281], [2.04177924774814, 48.7871173393873], [2.04190757419895, 48.787181259005], [2.0422411173106, 48.7873197012954], [2.04244591438952, 48.7873591806648], [2.04260064400338, 48.7873279724883], [2.04412793615392, 48.7879759863371], [2.04495449861501, 48.7872279774957], [2.04430584603617, 48.7878153683249], [2.04452622917789, 48.7879197286446], [2.04390751321823, 48.7884172785071], [2.04386476149557, 48.7884466193352], [2.04380241482158, 48.788461876559], [2.04365990698321, 48.7884102372977], [2.04315934953722, 48.7881942900205], [2.04297230861697, 48.7881074412748], [2.04312194099386, 48.7879396121477], [2.0427817049783, 48.7877764764615], [2.04246106301576, 48.7876438551948], [2.04188747074053, 48.7873915218433], [2.04161492547658, 48.7872600732197], [2.04147954307505, 48.7872002170887], [2.04138691329454, 48.7871779180989], [2.04127290720351, 48.787188480468], [2.04116602654932, 48.787188480468], [2.04111793074902, 48.7871849594813], [2.04100425883127, 48.7872094596016], [2.04074819046629, 48.7872791453476], [2.04048655613979, 48.7873433290657], [2.04016368725361, 48.7873781718579], [2.03993823616847, 48.7873671685931], [2.03976845188482, 48.7873433290657], [2.03957918404097, 48.7872993171454], [2.03942053347695, 48.7872332997845], [2.03930084913503, 48.7871819522305], [2.03916724899104, 48.7871434415306], [2.03893901402679, 48.7870352454049], [2.0387914971824, 48.7871691153338], [2.0384602784557, 48.7874716968474], [2.03817916056898, 48.7877210953755], [2.03791474236341, 48.787933817314], [2.03715767098805, 48.7886123196752], [2.03687933608211, 48.7888745495898], [2.03653698453405, 48.7891624503256], [2.03639225067044, 48.7892724753769], [2.03620576580735, 48.7893531604979], [2.03602206482331, 48.7893714985453], [2.03588568080025, 48.7893494934794], [2.03569641385472, 48.7892834782238], [2.03533736172722, 48.7893109844429], [2.03514531090266, 48.7893073168296], [2.03496472258109, 48.7892725410708]], ""type"": ""LineString""}",2076.991158431719
La Concorde,"48.862165435339236, 2.3250704449308706","{""coordinates"": [[2.32524933194935, 48.860924717946], [2.3241806511716, 48.8612384963543], [2.32506639722827, 48.8623514066816], [2.32618246503557, 48.8638419963711]], ""type"": ""LineString""}",624.0101066227201
GRP,"48.866612418305145, 2.3142944154372684","{""coordinates"": [[2.31496379082944, 48.8674670318377], [2.31431223466905, 48.8667624032836], [2.3142118290714, 48.8661053046048], [2.31350501484292, 48.8660915607394]], ""type"": ""LineString""}",330.044230136952
CPL,"48.8982995233628, 2.35916334981896","{""coordinates"": [[2.35950734708059, 48.8983052626261], [2.35881935255733, 48.8982937840995]], ""type"": ""LineString""}",76.61186052496706
BCY,"48.839593872193646, 2.37995749542188","{""coordinates"": [[2.37940103132419, 48.8400650750047], [2.38051395951957, 48.8391226693826]], ""type"": ""LineString""}",201.8793309034258
Arena Paris Sud,"48.8325723331958, 2.287651410544061","{""coordinates"": [[2.28823490553902, 48.8328426936189], [2.28773220291614, 48.8325379542428], [2.28702604355951, 48.8324132574423]], ""type"": ""LineString""}",157.4638875747859
Arena Paris Sud,"48.835665956535756, 2.2778807790776536","{""coordinates"": [[2.27741786450321, 48.834779856049], [2.27773808515591, 48.8353947757279], [2.27798109830487, 48.835874838425], [2.27797294609368, 48.8360216194154], [2.27810615726716, 48.8362936976335], [2.27848366168887, 48.8362225526936]], ""type"": ""LineString""}",312.4101838893737
