geo_point_2d,Geo Shape,service,Shape__Length,dest,orig
"44.86800419580393, -0.6191819781530371","{""coordinates"": [[-0.569518, 44.859561], [-0.569115, 44.85932], [-0.569737, 44.858323], [-0.570105, 44.857733], [-0.570182, 44.85761], [-0.57043, 44.857212], [-0.569448, 44.856534], [-0.568948, 44.856886], [-0.568861, 44.856947], [-0.568354, 44.857303], [-0.567927, 44.857603], [-0.567621, 44.857817], [-0.567321, 44.858029], [-0.566894, 44.858328], [-0.566357, 44.858705], [-0.566045, 44.858924], [-0.565901, 44.859026], [-0.565754, 44.859129], [-0.565415, 44.859367], [-0.565107, 44.859583], [-0.564902, 44.859727], [-0.564546, 44.859977], [-0.564228, 44.860201], [-0.563182, 44.860935], [-0.562922, 44.861117], [-0.562632, 44.861321], [-0.562186, 44.861635], [-0.561203, 44.862325], [-0.560433, 44.862866], [-0.560144, 44.863069], [-0.55985, 44.863275], [-0.559397, 44.863594], [-0.558586, 44.864164], [-0.558414, 44.864285], [-0.559064, 44.864794], [-0.560367, 44.865674], [-0.561038, 44.86612], [-0.561141, 44.866189], [-0.563001, 44.867427], [-0.56361, 44.867833], [-0.563722, 44.867907], [-0.564689, 44.868551], [-0.565489, 44.869083], [-0.566269, 44.869604], [-0.566369, 44.869702], [-0.56643, 44.869838], [-0.566413, 44.87002], [-0.566271, 44.870393], [-0.566156, 44.870672], [-0.565781, 44.871724], [-0.565662, 44.872185], [-0.56498, 44.874057], [-0.563811, 44.87711], [-0.563643, 44.877321], [-0.563446, 44.877771], [-0.562692, 44.879704], [-0.562574, 44.879961], [-0.562256, 44.880765], [-0.562049, 44.881121], [-0.561855, 44.88141], [-0.561526, 44.881766], [-0.561215, 44.882065], [-0.561046, 44.882273], [-0.560982, 44.882382], [-0.56096, 44.882512], [-0.560985, 44.882638], [-0.561085, 44.882784], [-0.561499, 44.883151], [-0.561595, 44.883256], [-0.561758, 44.883497], [-0.561825, 44.883682], [-0.56186, 44.883847], [-0.561859, 44.884006], [-0.561792, 44.884323], [-0.561755, 44.884414], [-0.561644, 44.884568], [-0.561287, 44.885188], [-0.560445, 44.886524], [-0.560308, 44.886746], [-0.560029, 44.887294], [-0.559978, 44.88744], [-0.559905, 44.88787], [-0.559806, 44.887944], [-0.559703, 44.887981], [-0.55962, 44.888038], [-0.559574, 44.888093], [-0.559542, 44.888219], [-0.559567, 44.8883], [-0.559626, 44.888373], [-0.559714, 44.888429], [-0.559821, 44.888464], [-0.559938, 44.888474], [-0.560043, 44.888461], [-0.560139, 44.888428], [-0.560218, 44.888377], [-0.560293, 44.888279], [-0.560305, 44.888166], [-0.560252, 44.88806], [-0.560134, 44.887974], [-0.560066, 44.887843], [-0.560085, 44.887572], [-0.560115, 44.887447], [-0.560159, 44.887316], [-0.560586, 44.886562], [-0.560682, 44.886479], [-0.560743, 44.88646], [-0.560968, 44.886456], [-0.561281, 44.886529], [-0.561794, 44.886586], [-0.561992, 44.886577], [-0.562147, 44.886554], [-0.562334, 44.886523], [-0.562493, 44.886473], [-0.562944, 44.886286], [-0.563443, 44.885981], [-0.563606, 44.885908], [-0.563747, 44.885871], [-0.564047, 44.885834], [-0.564217, 44.88584], [-0.564926, 44.885937], [-0.566458, 44.886335], [-0.567475, 44.886574], [-0.568556, 44.886797], [-0.569314, 44.886934], [-0.570499, 44.887119], [-0.572077, 44.887316], [-0.573031, 44.887409], [-0.574524, 44.887528], [-0.57681, 44.887687], [-0.577915, 44.887761], [-0.580927, 44.887965], [-0.583212, 44.888119], [-0.583842, 44.888163], [-0.58607, 44.888317], [-0.587219, 44.888396], [-0.592772, 44.888768], [-0.596752, 44.889038], [-0.600134, 44.889266], [-0.604253, 44.889556], [-0.60629, 44.88969], [-0.611092, 44.890019], [-0.612854, 44.890121], [-0.613372, 44.890136], [-0.613928, 44.890129], [-0.614597, 44.890086], [-0.615193, 44.890019], [-0.61585, 44.889906], [-0.616522, 44.88975], [-0.616926, 44.889636], [-0.617448, 44.889454], [-0.61796, 44.889242], [-0.618637, 44.888915], [-0.61926, 44.888529], [-0.619733, 44.888197], [-0.619975, 44.888001], [-0.620393, 44.887599], [-0.620815, 44.887119], [-0.621213, 44.886548], [-0.621377, 44.886269], [-0.621546, 44.88594], [-0.622339, 44.884169], [-0.62261, 44.883645], [-0.622778, 44.883373], [-0.623117, 44.882902], [-0.623623, 44.882352], [-0.623983, 44.882029], [-0.62433, 44.881757], [-0.624915, 44.881357], [-0.625632, 44.880923], [-0.630228, 44.878265], [-0.63138, 44.877601], [-0.647283, 44.86846], [-0.649285, 44.867308], [-0.652022, 44.865732], [-0.653777, 44.864698], [-0.654729, 44.864111], [-0.655656, 44.863508], [-0.656252, 44.863095], [-0.657065, 44.862501], [-0.657935, 44.861828], [-0.658709, 44.861181], [-0.659485, 44.860496], [-0.660467, 44.85956], [-0.660894, 44.859124], [-0.662114, 44.85781], [-0.663433, 44.856103], [-0.664557, 44.85457], [-0.666727, 44.85156], [-0.66829, 44.849398], [-0.670768, 44.845966], [-0.671976, 44.844367], [-0.673012, 44.842923], [-0.674608, 44.840641], [-0.675123, 44.839867], [-0.675466, 44.839258], [-0.675993, 44.838174], [-0.676258, 44.837325], [-0.676471, 44.836511], [-0.676614, 44.835739], [-0.676729, 44.835304], [-0.676807, 44.834575], [-0.676847, 44.834398], [-0.67693, 44.834232], [-0.677054, 44.834063], [-0.677352, 44.833792], [-0.678051, 44.833327], [-0.678506, 44.833001], [-0.678783, 44.832849], [-0.679102, 44.832738], [-0.679409, 44.832683], [-0.679778, 44.83267], [-0.680896, 44.832743], [-0.681872, 44.832753], [-0.685588, 44.833096], [-0.686265, 44.833173], [-0.686935, 44.833244], [-0.68694, 44.83334], [-0.687007, 44.833418], [-0.68712, 44.833464], [-0.687228, 44.833468], [-0.687329, 44.833442], [-0.687406, 44.833388], [-0.687449, 44.833301], [-0.690647, 44.833653], [-0.690863, 44.833677], [-0.691251, 44.833754], [-0.691461, 44.833826], [-0.691505, 44.8339], [-0.691573, 44.833964], [-0.691661, 44.834015], [-0.691763, 44.834049], [-0.69192, 44.834065], [-0.692076, 44.834042], [-0.69223, 44.833971], [-0.69229, 44.833921], [-0.692533, 44.833871], [-0.693114, 44.833867], [-0.693736, 44.833837], [-0.694099, 44.833787], [-0.694774, 44.833676], [-0.695033, 44.833612], [-0.69569, 44.833411], [-0.696129, 44.83329], [-0.696665, 44.833137], [-0.697365, 44.833037], [-0.697888, 44.832974], [-0.6984, 44.832913], [-0.699328, 44.832792], [-0.699633, 44.832746], [-0.699914, 44.832656], [-0.700691, 44.832119], [-0.701574, 44.8315], [-0.70168, 44.831399], [-0.701766, 44.831213], [-0.701766, 44.831042], [-0.701739, 44.83095], [-0.701684, 44.830858], [-0.701604, 44.830767], [-0.700407, 44.829899]], ""type"": ""LineString""}",TA,28032.436150249498,BOD,HBO
