Site,Geo Point,Geo Shape,Shape Length,Nom français
PDP,"48.840241111114395, 2.251556630632304","{""coordinates"":[[2.25374450702357,48.8387840935513],[2.2538374907403,48.8386569863799],[2.25315084548659,48.8386052013148],[2.25247850500545,48.8386381555071],[2.251641655148,48.8386946475129],[2.25115528210035,48.838704062644],[2.25095500989429,48.840041025801],[2.25082626424608,48.8408648404359],[2.25069036531328,48.8420793540762],[2.25052585683529,48.842206452563],[2.25056161876674,48.8422723555959],[2.25100507839498,48.8421452572764],[2.25144138384026,48.8420558172402],[2.25149860472721,48.8423005995574],[2.25159158754564,48.8423429657654],[2.25192060539992,48.8423759169073],[2.25207080910533,48.8423806241271]],""type"":""LineString""}",1149.9971696927585,Programme de Paris
PDP,"48.843232613412624, 2.251629412147525","{""coordinates"":[[2.25209315020644,48.8445143361041],[2.2514494201688,48.843243394108],[2.25126345363361,48.8428903492034],[2.25133497839484,48.8425702528242],[2.25144226688418,48.8423772524524],[2.25159247058959,48.8423678380118],[2.25173552190867,48.8423537157564],[2.25204308170575,48.8423772524524]],""type"":""LineString""}",446.66415136981016,Programme de Paris
PDP,"48.84049351146904, 2.25116132825308","{""coordinates"":[[2.25168235886473,48.8420497675675],[2.25149506301126,48.8422035549359],[2.25147793363066,48.8423168508884],[2.25137037112751,48.8424975688736],[2.25074433447957,48.8424043502912],[2.25056534496537,48.8422142548288],[2.25072367931153,48.8420515297058],[2.25077599157007,48.8411748079239],[2.25118143932355,48.8386817068714],[2.25210310654733,48.8386475937197],[2.25235272170955,48.8382525934578]],""type"":""LineString""}",974.9893153662421,Programme de Paris
PDP,"48.84313291780738, 2.251555290177405","{""coordinates"":[[2.25206364593924,48.8445209556077],[2.25138415307182,48.8431417471279],[2.25128401696877,48.8428922617505],[2.25131262741226,48.8426992626196],[2.25144852544676,48.8423650433581],[2.25138415307182,48.8423085549006],[2.25149144156116,48.8422708964847],[2.25141276351531,48.8420449436214],[2.25144852544676,48.8417530861092]],""type"":""LineString""}",494.43021702729015,Programme de Paris
PDP,"48.843238869598444, 2.251627765264728","{""coordinates"":[[2.25207884543386,48.8445472858173],[2.25130636884968,48.8429750805859],[2.25128491079248,48.8427161794119],[2.25137074212295,48.8424902285575],[2.25143511449789,48.8423819602632],[2.25158531820326,48.8423960819195],[2.25164253909024,48.8423490085341],[2.25205738737666,48.8423678380118]],""type"":""LineString""}",455.7887923147263,Programme de Paris
PDP,"48.839084831271606, 2.252382090833149","{""coordinates"":[[2.25375661811021,48.8387538580388],[2.25384244854235,48.838650289238],[2.25294122630999,48.8386032123321],[2.25171098712165,48.8386738276744],[2.25163946146209,48.8397047992705],[2.25188264798589,48.839864856577],[2.25235471715929,48.8400908192754],[2.25255498846706,48.8401896776724]],""type"":""LineString""}",563.7462219124982,Programme de Paris
PDP,"48.8393773173685, 2.2517700946412464","{""coordinates"":[[2.25154132860987,48.8407948247711],[2.25171753104533,48.8386681120235],[2.25212473748653,48.8386519445133],[2.25238042276825,48.8382285879625]],""type"":""LineString""}",482.7019086680997,Programme de Paris
PDP,"48.84239537484634, 2.2512915407040954","{""coordinates"":[[2.25055942508083,48.8422750739885],[2.25072393445712,48.8423927575426],[2.25128898644894,48.842472781965],[2.25138912165366,48.842472781965],[2.25143203686973,48.8423739280743],[2.25169668145074,48.8423503913768],[2.25204715736222,48.8423786352943]],""type"":""LineString""}",188.9600259535751,Programme de Paris
PDP,"48.84055337588472, 2.251151848036368","{""coordinates"":[[2.25233063670503,48.8383023192699],[2.2521540919509,48.838550123801],[2.25206473985572,48.838645788457],[2.25166540352262,48.8386806623615],[2.25118777499358,48.838726252315],[2.25099268884828,48.8397984553256],[2.25085457343075,48.8406766232999],[2.25075208181637,48.8417378323082],[2.2507015939797,48.842101251752],[2.25054968923777,48.8422450347713],[2.25069112690319,48.8423886644432],[2.25107261295119,48.8424482653761],[2.25138061584836,48.8424572871748],[2.25147621814303,48.84233798211],[2.25146078543396,48.8421216313767],[2.2516845527676,48.8419860746726]],""type"":""LineString""}",967.2435685625292,Programme de Paris
PDP,"48.83946140288114, 2.2517371338221888","{""coordinates"":[[2.25230257551109,48.8383169119994],[2.2521887634672,48.8385212940154],[2.25205812953335,48.8386600255457],[2.25171599596088,48.838693951325],[2.25164758304832,48.8395238925533],[2.25157898941351,48.8403491138667],[2.25151960308596,48.8408539603257]],""type"":""LineString""}",468.9419430935278,Programme de Paris
RGA,"48.84807431983193, 2.2547030396808942","{""coordinates"":[[2.25782145434668,48.8492561051262],[2.25773689323404,48.848606578429],[2.25745719019392,48.8483994813603],[2.25739214318419,48.8481594355288],[2.25732709527614,48.8479664566963],[2.25479675581812,48.8479570433064],[2.25445200576827,48.8479335092327],[2.25324212599755,48.8479523366107],[2.25120614561008,48.8479711639817],[2.25078333825024,48.847980577369]],""type"":""LineString""}",960.5823114127094,Responsabilité et Gestion des Athlètes
RGA,"48.84568307348885, 2.250720357814825","{""coordinates"":[[2.2506023402969,48.8455230344399],[2.25083837533275,48.8458431125378]],""type"":""LineString""}",60.181856393757826,Responsabilité et Gestion des Athlètes
RGA,"48.8480349491762, 2.254572158353521","{""coordinates"":[[2.25785006389184,48.8493031720193],[2.25774992778879,48.8485783380238],[2.25740660516193,48.848418307972],[2.25729931667263,48.8480888335599],[2.25727785951372,48.8479617500016],[2.25409497125692,48.8479288025348],[2.25327242707038,48.847942922627],[2.25202788131283,48.8479523366107],[2.25123394756978,48.8479758700844],[2.25106943909182,48.8475946175815],[2.25110520192157,48.8471710000879]],""type"":""LineString""}",1060.3815884926541,Responsabilité et Gestion des Athlètes
RGA,"48.84556522084101, 2.2506840541792372","{""coordinates"":[[2.25209584335567,48.8445182958644],[2.25250353835747,48.8454997232771],[2.25083341663237,48.8455114905917],[2.25060811107429,48.8455232584947],[2.25028266941315,48.8456079848314],[2.24926700630516,48.8458551032339],[2.24880924280268,48.8459868990195],[2.24812974993525,48.8461634114597]],""type"":""LineString""}",679.6360902040065,Responsabilité et Gestion des Athlètes
SPA,"48.83327351827876, 2.2863018243139344","{""coordinates"":[[2.28363472729216,48.8340360992723],[2.2840138127488,48.8343091692506],[2.28675324227573,48.8332404213964],[2.28727537905145,48.8328873059835],[2.28754717601878,48.8324635640845],[2.2877832101563,48.8322893574442],[2.28877026282083,48.8322752329384],[2.28874165327564,48.8321810670999],[2.28883463609407,48.8321339841143]],""type"":""LineString""}",756.844460733253,Stade Paris Athlétisme
SPA,"48.8305077044022, 2.2917452012666675","{""coordinates"":[[2.29352266045795,48.8284574633375],[2.29414844092585,48.8289181002809],[2.2929488653048,48.829168780412],[2.29252458146473,48.8294866774838],[2.29233656536552,48.8296216753439],[2.29230418835658,48.8308326736717],[2.28918450607248,48.832137208581],[2.28878180118988,48.8322710482271],[2.28873511814212,48.8321729167119],[2.28882555093737,48.8321054805306]],""type"":""LineString""}",1046.1927492898576,Stade Paris Athlétisme
SPA,"48.83361433313052, 2.2856252223958227","{""coordinates"":[[2.28698498246618,48.8324892330242],[2.28702432148911,48.832689333693],[2.28716379571675,48.8329482861047],[2.28712445759216,48.8330330343061],[2.28665238841876,48.8332707980139],[2.28575831857269,48.833645097502],[2.28487497730602,48.8339699589306],[2.28400951880174,48.8343089427804],[2.2836912295269,48.8340805999994]],""type"":""LineString""}",556.8475019139258,Stade Paris Athlétisme
SPA,"48.829583155087754, 2.2928037747693213","{""coordinates"":[[2.29177341619977,48.8303693237559],[2.29229201093629,48.8303693237559],[2.29248648421691,48.8293664203008],[2.29410710167335,48.8289632872029]],""type"":""LineString""}",421.55531746445627,Stade Paris Athlétisme
SPA,"48.833906293560936, 2.2849158995121286","{""coordinates"":[[2.28361326923496,48.8340031426438],[2.28398520230531,48.8343091692506],[2.28598076569154,48.8335841182289],[2.28566605350818,48.8332827952679]],""type"":""LineString""}",381.85594145173263,Stade Paris Athlétisme
SPA,"48.83068722935845, 2.29154296587714","{""coordinates"":[[2.29414862099346,48.8289228075293],[2.29293474435495,48.8291737247162],[2.29264986552482,48.8293951100714],[2.29233692549251,48.8296310894927],[2.29231025783382,48.83080431348],[2.28961401105814,48.8319558262569],[2.28900862957825,48.8322154804114],[2.2887961015486,48.8322708110655],[2.28877194974516,48.8322005647512],[2.28883360142803,48.83212889599]],""type"":""LineString""}",931.8484909983009,Stade Paris Athlétisme
Stade de France,"48.92007209841079, 2.3569333818364333","{""coordinates"":[[2.35447544389807,48.9191839786757],[2.35458273238573,48.9181139095713],[2.35783714604632,48.9180998088561],[2.3575272014796,48.9239214641089],[2.358156627643,48.9239841265204]],""type"":""LineString""}",1601.6733628632296,Stade de France
TRO,"48.86408406063099, 2.291145465066408","{""coordinates"":[[2.28832964186889,48.8632500468865],[2.28826258622622,48.8633594466695],[2.29330782220419,48.8647181012375],[2.29363237004161,48.8644834267825],[2.29316834707821,48.8641287670405]],""type"":""LineString""}",759.6993111086998,Transport Olympique
TRO,"48.85540908557174, 2.291212652965955","{""coordinates"":[[2.29188893321293,48.8554326399139],[2.29083214343459,48.8553532243032],[2.29073558352468,48.8553744018905],[2.2910011219294,48.8555738230421]],""type"":""LineString""}",174.59347981837328,Transport Olympique
TRO,"48.85560950534615, 2.2904390635588925","{""coordinates"":[[2.29188356937236,48.8554291101237],[2.29071412546748,48.855340870608],[2.28993896741219,48.8553214579055],[2.28963856000141,48.8553426355062],[2.28983167892285,48.8557220647208],[2.29010526443591,48.8564403245435],[2.29036543900006,48.856265613787]],""type"":""LineString""}",485.38422282630887,Transport Olympique
TRO,"48.85946855044385, 2.287669818962075","{""coordinates"":[[2.28743646674483,48.8593114966111],[2.28790317117932,48.8596256042766]],""type"":""LineString""}",74.3224286185783,Transport Olympique
VEL,"48.789290562260376, 2.0322728379370667","{""coordinates"":[[2.03106393578349,48.7893886132611],[2.03174298128989,48.7894012779576],[2.0321649819626,48.7894696059495],[2.03273718723901,48.7890784837392],[2.03326290020792,48.7891868672149],[2.03339164585613,48.7890313602614]],""type"":""LineString""}",307.0327581866131,Vélodrome
VEL,"48.78844576029322, 2.0370925260371924","{""coordinates"":[[2.03675468854823,48.7873107175634],[2.0374162995516,48.7882473203503],[2.03762193649656,48.788477049736],[2.03797062296399,48.788506502388],[2.03799744576006,48.7883828016066],[2.03839977692128,48.7876936078161],[2.03825672470387,48.7875993582152],[2.03648646777404,48.7892251372441],[2.03580697400832,48.7892369183682],[2.03516324397065,48.7893076026868],[2.03490396412851,48.7893959585369]],""type"":""LineString""}",946.0222372013438,Vélodrome
VEL,"48.78934940029546, 2.0342770584871475","{""coordinates"":[[2.03528414103822,48.7891621194878],[2.03530559909542,48.7892940644151],[2.03511605636708,48.7893176260361],[2.034890750809,48.789418940703],[2.03480849657,48.7895579538204],[2.03325639101538,48.7891974617123],[2.03338513756189,48.7890372425608]],""type"":""LineString""}",313.3030446742779,Vélodrome
VEL,"48.789343839526424, 2.034279612480049","{""coordinates"":[[2.03528349694616,48.7891562372031],[2.03530853119651,48.7892952504566],[2.03512971704761,48.7893117437696],[2.0348865305238,48.7894154145462],[2.0348114286711,48.7895544276735],[2.03325217073015,48.7891892233234],[2.03337734108355,48.7890266474377]],""type"":""LineString""}",315.9487426512249,Vélodrome
VEL,"48.789344759988644, 2.034276580450455","{""coordinates"":[[2.03528349694616,48.7891562372031],[2.03530495500336,48.7892905382495],[2.03511898846817,48.7893117437696],[2.03489368291009,48.7894201267416],[2.03481500486424,48.7895544276735],[2.0332557469233,48.7891915794317],[2.03340595062871,48.7890431408391]],""type"":""LineString""}",313.4346201029345,Vélodrome
VEL,"48.78934514161648, 2.0342703602202143","{""coordinates"":[[2.03529064933245,48.789158593313],[2.03529780261707,48.7892881821458],[2.03514402271852,48.7893140998722],[2.0348865305238,48.7894154145462],[2.03480785247795,48.7895520715822],[2.03325217073015,48.7891915794317],[2.03338449346984,48.7890360724928]],""type"":""LineString""}",311.36255350563715,Vélodrome
VEL,"48.78932677121189, 2.031978838800663","{""coordinates"":[[2.03053126715936,48.7895897619277],[2.03054557193194,48.7894813787304],[2.03131804851613,48.7893871330793],[2.03171859113163,48.7894059818685],[2.03216920224783,48.7894719543508],[2.03273425513795,48.7890761193398],[2.03327784907255,48.789193927846],[2.03340659561909,48.7890384203226]],""type"":""LineString""}",387.36968793794483,Vélodrome
VEL,"48.788754426623655, 2.0373736764418218","{""coordinates"":[[2.03890939567355,48.7899926149367],[2.03798850392971,48.7884787802958],[2.03799744486173,48.7883668613661],[2.03839083509094,48.7876776667648],[2.03821202184037,48.7875893078891],[2.03650434784147,48.7892033061145],[2.03582485497405,48.7892327583403],[2.03528841252738,48.789268100515],[2.03512748114087,48.7893211143222],[2.03488608226448,48.7894094701485]],""type"":""LineString""}",962.8025684886966,Vélodrome
VER,"48.81712471159528, 2.082646254513242","{""coordinates"":[[2.0833765205654,48.8176002197832],[2.08340761844388,48.8175787056257],[2.08185372075025,48.8166512942302]],""type"":""LineString""}",238.48232437940374,Vérification
VER,"48.81851877621307, 2.0807639573843795","{""coordinates"":[[2.07649763004266,48.8185623858984],[2.07670147792782,48.818491742293],[2.07677121536222,48.8186259650581],[2.07754369155861,48.8184422917099],[2.07780654804211,48.8186542224366],[2.07911546604155,48.8183221972337],[2.07962508575445,48.8185588537205],[2.07986648456583,48.818414034212],[2.07984502689371,48.8183292616227],[2.0800381459428,48.8181809092463],[2.08028490917221,48.8182162312805],[2.0804941214754,48.8180360886459],[2.0806872405245,48.8180360886459],[2.08113785163906,48.8179265898654],[2.08119283692386,48.8181296922526],[2.08154688851372,48.8181137973128],[2.08181510941512,48.8188087546929],[2.0825151659678,48.8187919769281],[2.08310122863737,48.8188970586256],[2.08331446425399,48.8191434257754],[2.0841928877061,48.8189456257223],[2.08407352940497,48.8181323414087],[2.08418618218356,48.8180511005569],[2.08414058463032,48.8180210767306]],""type"":""LineString""}",1294.622552126791,Vérification
VER,"48.817592284327446, 2.0832929890563405","{""coordinates"":[[2.08466467234345,48.8185571456374],[2.08471831613895,48.8185253564886],[2.08409604415851,48.8181650725391],[2.08407726847074,48.8180467429351],[2.08189903536643,48.8167245621019],[2.08194195148083,48.8166936537381],[2.08185880251983,48.8166450845121]],""type"":""LineString""}",469.63290267714467,Vérification
VER,"48.81698663583654, 2.0822412546750146","{""coordinates"":[[2.08261317690381,48.8173300124656],[2.08270265172189,48.8172764425752],[2.081849046885,48.8167616362258],[2.08194904345924,48.8166972162084],[2.08185409461461,48.8166424671447]],""type"":""LineString""}",171.94110732601237,Vérification
VER,"48.81697041535493, 2.081740759480272","{""coordinates"":[[2.08178532122789,48.8172749487765],[2.08182890658716,48.8172427163671],[2.08174106482712,48.8171937064081],[2.08177325146372,48.817163682047],[2.08154123998204,48.8170347537731],[2.0819355249333,48.8166938873861],[2.08185371715699,48.8166453181603]],""type"":""LineString""}",144.82160141293244,Vérification
VER,"48.81752785577132, 2.0832163778112776","{""coordinates"":[[2.08448399752433,48.8184365542168],[2.08405338311315,48.8181503773198],[2.08415775938655,48.818061746118],[2.0819036625152,48.8167195298792],[2.08193476040133,48.8166980154969],[2.08185321738843,48.8166435126403]],""type"":""LineString""}",443.33483604824715,Vérification
VER,"48.81714895491568, 2.081787584404777","{""coordinates"":[[2.08162438804474,48.8175451667797],[2.08160293088588,48.8175071951785],[2.08202135536544,48.8174056426679],[2.08204549489374,48.8173588403687],[2.08173838245765,48.8171919401653],[2.08177191027902,48.8171601501507],[2.08154123998204,48.8170365200214],[2.08193284256383,48.8166912379955],[2.08185505834173,48.8166444350293],[2.08185371715699,48.8166435518982]],""type"":""LineString""}",233.62272152833097,Vérification
VER,"48.817026961030116, 2.0823099354384635","{""coordinates"":[[2.08277505626185,48.817395928373],[2.08284115952406,48.8173566371393],[2.08185578238886,48.816763560622],[2.08193708680684,48.8166940000508],[2.08185639952643,48.8166479669619]],""type"":""LineString""}",185.24844998443646,Vérification
VER,"48.81681281775941, 2.081987527644895","{""coordinates"":[[2.08207728775416,48.8169788659384],[2.08214636315124,48.8169289289908],[2.08186672227206,48.8167583692518],[2.08193729587036,48.8166946215933],[2.08185975098436,48.8166436134498],[2.08186136959078,48.8166406485648]],""type"":""LineString""}",79.92202762364053,Vérification
VER,"48.816887672560505, 2.0817291991881177","{""coordinates"":[[2.08167333904121,48.8171239439116],[2.08168742013328,48.8171126851324],[2.08153721642787,48.8170347537731],[2.081936866118,48.8166903548653],[2.08185237597226,48.8166417856361],[2.08185505834173,48.8166400193738]],""type"":""LineString""}",109.93588001945254,Vérification
VER,"48.81724282105314, 2.0826763517444906","{""coordinates"":[[2.08354414570255,48.8178396082754],[2.08360596756891,48.8178054076088],[2.08185584327733,48.8167595524964],[2.08194885650629,48.8167016298783],[2.0818472047458,48.8166467577164]],""type"":""LineString""}",300.9660008243783,Vérification
VNS,"48.86453548086713, 2.64195853189351","{""coordinates"":[[2.643860173117,48.8648442877571],[2.64333949879852,48.8646635668488],[2.6433795753383,48.8645393512797],[2.64329660873531,48.8645261701588],[2.64349980675425,48.8641610573436],[2.64311348357137,48.864633435603],[2.64292744067939,48.8650606554753],[2.64254692600314,48.8650530973147],[2.64258696840692,48.8651189732345],[2.64239813265274,48.865164128292],[2.64233235441437,48.8650248496399],[2.64224652847382,48.8649947298395],[2.64218957797973,48.8649851973257],[2.64208515062461,48.8649861298351],[2.64206513705838,48.8649117860949],[2.64200362671593,48.8649033119474],[2.64191209288005,48.8647997901338],[2.6420465706781,48.8647433376213],[2.64212097004825,48.8646699419912],[2.64214230323962,48.8646203916068],[2.64215376304769,48.8645338158594],[2.64098652540515,48.8641949461541],[2.64090067790503,48.8642890453077],[2.63949880120864,48.864153424587],[2.63960184515822,48.8638936997906],[2.63960184515822,48.8638936997906]],""type"":""LineString""}",918.6164050365306,Ville Nouvelle Stade
VNS,"48.86452326000338, 2.642047930678347","{""coordinates"":[[2.64419183111988,48.8647798202916],[2.64340796210128,48.8644955631158],[2.64337934177632,48.8645501414178],[2.6433020992383,48.8645237862695],[2.64351102132225,48.8641492630913],[2.64321627150112,48.8645087229706],[2.64313041950941,48.8646272885618],[2.64293293118242,48.8650601531738],[2.64258102694966,48.8650488336607],[2.64260390434497,48.8651109441017],[2.64240451787777,48.8651606269623],[2.6423473140588,48.8650665188106],[2.64230440962253,48.8650062886969],[2.6422243041537,48.8649893439783],[2.64215850255914,48.8649780463142],[2.64208983623711,48.8649893333413],[2.64205837993081,48.8649065190047],[2.64200402107635,48.8649027511408],[2.64191248724047,48.864797347163],[2.64208988384782,48.8647201949626],[2.64216716052183,48.8645621045869],[2.64209564564207,48.8645018720933],[2.64099367240156,48.8641822991642],[2.64093644612469,48.8642133496135],[2.64091211345862,48.8642895730278],[2.64063460051116,48.8642575558277],[2.63949593558286,48.8641343651468],[2.63958466577673,48.8639198106147],[2.63958466577673,48.8639198106147]],""type"":""LineString""}",940.1376209604249,Ville Nouvelle Stade
VNS,"48.86456748224595, 2.641988616932978","{""coordinates"":[[2.6435969927899,48.8651616918394],[2.64319075036391,48.865029915206],[2.64336964805611,48.8645594069055],[2.64329669677019,48.8645330517622],[2.64349703545161,48.8641604102494],[2.6431307420046,48.8646158507612],[2.64292466847841,48.8650675364142],[2.64257562627814,48.8650486882887],[2.64260994551528,48.8651239743784],[2.64240394385433,48.8651653639511],[2.64236390324717,48.8650900779238],[2.64230669942817,48.8649959690484],[2.64217509534073,48.8649809023459],[2.64209498627863,48.8649846601578],[2.64206692650243,48.8649048460401],[2.64200112221292,48.8649086050396],[2.64192103291376,48.864801320093],[2.64201116358117,48.8647570978126],[2.64210272706146,48.8646940550087],[2.64215138251218,48.8645952485308],[2.64208461253375,48.8644991974557],[2.64148955142156,48.8643241153438],[2.64097468291478,48.864178035436],[2.64093462074806,48.8642194387921],[2.64091457933405,48.8643003679474],[2.63949840056,48.8641442778058],[2.63958427321297,48.8639109025372]],""type"":""LineString""}",968.1637857233436,Ville Nouvelle Stade
VNS,"48.86456753284821, 2.6420840696307195","{""coordinates"":[[2.64407371523643,48.8651304989705],[2.64325551440432,48.8648443586705],[2.64338431484975,48.8645413516423],[2.64331851415349,48.8645244073572],[2.64350740919649,48.8641442364391],[2.64311822487945,48.8646241429453],[2.64294648586172,48.8650551283858],[2.6425917213931,48.8650419261268],[2.64260887562177,48.8651096824398],[2.64241431849754,48.8651548369148],[2.64231993340894,48.8649892068794],[2.64211108229189,48.864972251518],[2.64207676215649,48.8649026116779],[2.64200899145483,48.8649026654538],[2.64193033407021,48.8647897340047],[2.64208627351872,48.8647125806106],[2.64213492178293,48.8646532979511],[2.64215496409521,48.8645686056143],[2.64209060429669,48.8644951984999],[2.64191036991135,48.8644358984454],[2.64099211741782,48.8641775662191],[2.64094061161267,48.8642208511694],[2.64092343312951,48.8642904878216],[2.63950716362562,48.8641383387204],[2.63959446549817,48.8639124910282]],""type"":""LineString""}",983.8305015741385,Ville Nouvelle Stade
VNS,"48.8645771868201, 2.6421421455849754","{""coordinates"":[[2.64433840203827,48.865140841047],[2.64329133113299,48.8647869281925],[2.64337720648089,48.864540380713],[2.64330282328042,48.8645196714896],[2.64350602399433,48.8641395017175],[2.64313114355154,48.8646231737905],[2.64292614441045,48.8650586261772],[2.64257424107598,48.8650484235462],[2.64260426816266,48.8651218268944],[2.64240881721472,48.8651646294106],[2.64234017604557,48.8650347603497],[2.64228868371515,48.8650008791992],[2.64216280279438,48.8649745201518],[2.64208269373229,48.8649801601204],[2.6420512365277,48.8649011100871],[2.64201690291753,48.8649086357687],[2.6418938993006,48.8647957007873],[2.64204268276953,48.8647373678777],[2.64211707854642,48.8646865570694],[2.64215715149294,48.8645811626823],[2.6421228313575,48.8645152866456],[2.6420169846642,48.8644512867888],[2.6409859927042,48.8641758305891],[2.64093734803325,48.864217233356],[2.6409173084159,48.8642849878309],[2.63950112784522,48.8641437193546],[2.63958413846567,48.8639122250978]],""type"":""LineString""}",1012.9629949700394,Ville Nouvelle Stade
YDM,"48.93049238815197, 2.244653234822027","{""coordinates"":[[2.24227468632189,48.9305800997739],[2.24236705828592,48.9305016892888],[2.24275861774859,48.930654820996],[2.24304813039161,48.9307924349923],[2.24325579752912,48.9307661383536],[2.24363440238707,48.9309201958085],[2.24371302743233,48.9309377897993],[2.24388197089286,48.9308423034329],[2.24420779882957,48.9308559763911],[2.24431308407582,48.930775942201],[2.24459922264661,48.9308457110498],[2.24479569947061,48.9309404502613],[2.24494266025783,48.9308840535111],[2.24501125022304,48.9307684895775],[2.24538993503107,48.930432825281],[2.24581149283434,48.9300917285316],[2.24618275216823,48.9297980945475],[2.24642123780816,48.9297819608463],[2.24658214494015,48.9297925197249],[2.24661708401483,48.9298295775879],[2.24649060212114,48.9298321029583],[2.24647533165961,48.929918132496],[2.24651624273429,48.9299854704287],[2.24661633392155,48.9300548845065]],""type"":""LineString""}",689.0662170871528,Yvelines Département de la Montagne
YDM,"48.93044213969607, 2.2446299118788335","{""coordinates"":[[2.24226738481525,48.9305926278766],[2.24235777329916,48.9305113539082],[2.24274318469202,48.9306510923146],[2.24304813128994,48.930791100036],[2.24324758692741,48.9307656886466],[2.24371288280356,48.9309354391735],[2.24387385551258,48.9308420018582],[2.24420515778264,48.9308599133856],[2.24431047806317,48.9307734516982],[2.24459292635479,48.9308446310466],[2.24479376719445,48.9309416347216],[2.24494403557855,48.9308827362622],[2.24501122327359,48.9307657205157],[2.24528745342683,48.9305287290901],[2.24592361605653,48.9299957943742],[2.24617773956893,48.9297905402673],[2.24640263280031,48.929558384287],[2.24652412634922,48.9293456903006],[2.24669145014731,48.9291633244649]],""type"":""LineString""}",702.4804581096845,Yvelines Département de la Montagne
YDM,"48.93044445052876, 2.2446350664290957","{""coordinates"":[[2.24227588287785,48.9305877772798],[2.24236035236232,48.9305149049589],[2.24274927347301,48.9306514712025],[2.24304679998668,48.930794062671],[2.24324404936184,48.9307742023901],[2.24366404948641,48.9309430269198],[2.24378192372305,48.930911385237],[2.24387783684591,48.9308455381313],[2.24421379777902,48.9308583730535],[2.24430895092717,48.9307750964924],[2.24459218434638,48.9308446422597],[2.24479329468061,48.9309417716398],[2.24493689487036,48.9308866679431],[2.2450034312868,48.9307709989659],[2.24571644568738,48.9301690189205],[2.24617509133549,48.929796969668],[2.24638684131593,48.929569475556],[2.24652608916811,48.9293463064521],[2.24669212029051,48.929162443908]],""type"":""LineString""}",700.9081475852877,Yvelines Département de la Montagne
YDM,"48.929533651573095, 2.245661636517569","{""coordinates"":[[2.24139869237594,48.9300383442576],[2.24235892314271,48.9305000273707],[2.24276125430397,48.930658619907],[2.24304020365756,48.9307925424026],[2.2432601453751,48.9307678722632],[2.2436892984341,48.9309370367492],[2.24376976502567,48.9309017944657],[2.24388241735555,48.9308383575845],[2.24420428282353,48.9308630276891],[2.24431157131287,48.9307749212129],[2.24457979208702,48.9308242608823],[2.24496066608938,48.9306374747761],[2.24601209202719,48.9297634469501],[2.24617838815257,48.9295519867254],[2.24630713469907,48.9293229033128],[2.24643588034728,48.9289528431814],[2.24654853357549,48.9284981944428],[2.24666655064426,48.9281175553941],[2.24732100926134,48.9281563243024],[2.24935412402308,48.9283677910281],[2.24978327708207,48.9284277058178],[2.2497618199232,48.9285510609937]],""type"":""LineString""}",1320.91782361582,Yvelines Département de la Montagne
YDM,"48.93049270694035, 2.2446428397558753","{""coordinates"":[[2.24226015337721,48.9305901651026],[2.2423422549026,48.9305021307358],[2.24276135042369,48.9306563182521],[2.24304870800834,48.9307954660865],[2.24324088908866,48.9307675287862],[2.24370960664771,48.9309372344544],[2.24387528024061,48.9308437121585],[2.24420205949322,48.9308624764745],[2.24431123624126,48.9307739456676],[2.24459195617429,48.9308425524828],[2.24479347793692,48.9309411679014],[2.24494149244797,48.9308848933162],[2.24501215123326,48.9307642893615],[2.24518629683761,48.930605792178],[2.24600527111923,48.9299280262167],[2.24617349053762,48.9297990701118],[2.24642432980937,48.9297862661967],[2.24658325435954,48.9297913134007],[2.24661771822541,48.9298302598333],[2.24648758917167,48.9298348071524],[2.24647740317469,48.9299241251495],[2.2465178183793,48.9299862518215],[2.24661430283072,48.9300540629828]],""type"":""LineString""}",693.3179834551777,Yvelines Département de la Montagne
YDM,"48.92953346906307, 2.2456568126356085","{""coordinates"":[[2.24976001161455,48.9285423308606],[2.24977610493285,48.9284295495847],[2.24939523093049,48.928369634207],[2.24731383711212,48.9281511187602],[2.24667547091504,48.9281123498478],[2.24652526720963,48.9285423308606],[2.24641261487976,48.9290286988178],[2.24630532639042,48.9293282710333],[2.24616585126447,48.9295679269215],[2.2460102837185,48.9297652900775],[2.24494276446242,48.9306428423553],[2.24456310947389,48.9308273533519],[2.24430025254028,48.9307744898012],[2.2442036935287,48.9308520234619],[2.24386573474242,48.9308414506434],[2.24367798055984,48.9309401298019],[2.24324346276194,48.9307603924908],[2.2430664362605,48.9307885865175],[2.24236369768845,48.9305101688475],[2.24140346692168,48.9300449613021]],""type"":""LineString""}",1316.7045950435618,Yvelines Département de la Montagne
