Nom français,Geo Point,Geo Shape,Site
Marina de Marseille,"43.2555353209759, 5.37711768679187","{""coordinates"":[5.37711768679187,43.2555353209759],""type"":""Point""}",MAM
Marina de Marseille,"43.260443168255, 5.38558861685206","{""coordinates"":[5.38558861685206,43.260443168255],""type"":""Point""}",MAM
Marina de Marseille,"43.2558407807543, 5.37702551570197","{""coordinates"":[5.37702551570197,43.2558407807543],""type"":""Point""}",MAM
Marina de Marseille,"43.2683535523173, 5.37084004278613","{""coordinates"":[5.37084004278613,43.2683535523173],""type"":""Point""}",MAM
Marina de Marseille,"43.2681651634148, 5.37115610458993","{""coordinates"":[5.37115610458993,43.2681651634148],""type"":""Point""}",MAM
Marina de Marseille,"43.2640012038369, 5.37356195784171","{""coordinates"":[5.37356195784171,43.2640012038369],""type"":""Point""}",MAM
Marina de Marseille,"43.255917484129, 5.37727698694752","{""coordinates"":[5.37727698694752,43.255917484129],""type"":""Point""}",MAM
Marina de Marseille,"43.2560764605904, 5.37765985282469","{""coordinates"":[5.37765985282469,43.2560764605904],""type"":""Point""}",MAM
Marina de Marseille,"43.2680753212493, 5.37108351901097","{""coordinates"":[5.37108351901097,43.2680753212493],""type"":""Point""}",MAM
Stade Michon,"45.4370205455258, 4.3650969554582","{""coordinates"":[4.3650969554582,45.4370205455258],""type"":""Point""}",MIC
,"48.9060425559333, 2.36478521268416","{""coordinates"":[2.36478521268416,48.9060425559333],""type"":""Point""}",MPC PARA
,"48.9060425559333, 2.36462070375546","{""coordinates"":[2.36462070375546,48.9060425559333],""type"":""Point""}",MPC PARA
,"48.9059156194381, 2.36462785620369","{""coordinates"":[2.36462785620369,48.9059156194381],""type"":""Point""}",MPC PARA
,"48.9059156194381, 2.36482097525275","{""coordinates"":[2.36482097525275,48.9059156194381],""type"":""Point""}",MPC PARA
Stade de Marseille,"43.2689290495324, 5.39425930218304",0,MRS
Stade de Marseille,"43.2708859593837, 5.39805909922468","{""coordinates"":[5.39805909922468,43.2708859593837],""type"":""Point""}",MRS
Stade de Marseille,"43.2679908281128, 5.3973545197052","{""coordinates"":[5.3973545197052,43.2679908281128],""type"":""Point""}",MRS
Stade de Marseille,"43.2689044277837, 5.39426773859663","{""coordinates"":[5.39426773859663,43.2689044277837],""type"":""Point""}",MRS
Stade de Marseille,"43.2706504046459, 5.39908358559424","{""coordinates"":[5.39908358559424,43.2706504046459],""type"":""Point""}",MRS
Stade de Marseille,"43.2707752910117, 5.39451500663056","{""coordinates"":[5.39451500663056,43.2707752910117],""type"":""Point""}",MRS
Stade de Marseille,"43.2591868222052, 5.37559235123393","{""coordinates"":[5.37559235123393,43.2591868222052],""type"":""Point""}",MRS
Stade de Marseille,"43.2727712009107, 5.39604565641865","{""coordinates"":[5.39604565641865,43.2727712009107],""type"":""Point""}",MRS
Stade de Marseille,"43.2681387153589, 5.39715966672308","{""coordinates"":[5.39715966672308,43.2681387153589],""type"":""Point""}",MRS
Stade de Marseille,"43.268885105719, 5.39433619456462","{""coordinates"":[5.39433619456462,43.268885105719],""type"":""Point""}",MRS
Stade de Marseille,"43.2705155930869, 5.39472114640718","{""coordinates"":[5.39472114640718,43.2705155930869],""type"":""Point""}",MRS
Stade de la Beaujoire,"47.2563874914255, -1.52808548990885","{""coordinates"":[-1.52808548990885,47.2563874914255],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.2563195268575, -1.52785124386716","{""coordinates"":[-1.52785124386716,47.2563195268575],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.2570330708425, -1.52749032340124","{""coordinates"":[-1.52749032340124,47.2570330708425],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.2566120147506, -1.52525397139797","{""coordinates"":[-1.52525397139797,47.2566120147506],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.2564584891976, -1.52836801622548","{""coordinates"":[-1.52836801622548,47.2564584891976],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.2568195467992, -1.52806850244479","{""coordinates"":[-1.52806850244479,47.2568195467992],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.2566429626012, -1.52800412942814","{""coordinates"":[-1.52800412942814,47.2566429626012],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.2564070788443, -1.52789851622894","{""coordinates"":[-1.52789851622894,47.2564070788443],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.2566326473161, -1.52822228224589","{""coordinates"":[-1.52822228224589,47.2566326473161],""type"":""Point""}",NAN
Stade de la Beaujoire,"47.257485828061, -1.52302237246158","{""coordinates"":[-1.52302237246158,47.257485828061],""type"":""Point""}",NAN
Stade de Nice,"43.7046850882699, 7.19126222538804","{""coordinates"":[7.19126222538804,43.7046850882699],""type"":""Point""}",NIC
Stade de Nice,"43.7047704046113, 7.19106374143306","{""coordinates"":[7.19106374143306,43.7047704046113],""type"":""Point""}",NIC
Stade de Nice,"43.7051224133115, 7.19153104454105","{""coordinates"":[7.19153104454105,43.7051224133115],""type"":""Point""}",NIC
Stade de Nice,"43.7045021302382, 7.1926027987879","{""coordinates"":[7.1926027987879,43.7045021302382],""type"":""Point""}",NIC
Stade de Nice,"43.707808470607, 7.19630998954918","{""coordinates"":[7.19630998954918,43.707808470607],""type"":""Point""}",NIC
Stade de Nice,"43.7048947950828, 7.19099143773973","{""coordinates"":[7.19099143773973,43.7048947950828],""type"":""Point""}",NIC
Stade de Nice,"43.705913708079, 7.19205920420932","{""coordinates"":[7.19205920420932,43.705913708079],""type"":""Point""}",NIC
Stade de Nice,"43.705960889444, 7.1910614224558","{""coordinates"":[7.1910614224558,43.705960889444],""type"":""Point""}",NIC
Stade de Nice,"43.7077876370276, 7.19339721873533","{""coordinates"":[7.19339721873533,43.7077876370276],""type"":""Point""}",NIC
Stade de Nice,"43.7046158430429, 7.19105046505382","{""coordinates"":[7.19105046505382,43.7046158430429],""type"":""Point""}",NIC
Stade de Nice,"43.7087962685928, 7.19647375706539","{""coordinates"":[7.19647375706539,43.7087962685928],""type"":""Point""}",NIC
Stade de Nice,"43.704615885153, 7.19198767841732","{""coordinates"":[7.19198767841732,43.704615885153],""type"":""Point""}",NIC
Arena Paris Nord,"48.9692044736725, 2.51399742689929","{""coordinates"":[2.51399742689929,48.9692044736725],""type"":""Point""}",NPA
Arena Paris Nord,"48.9709256021493, 2.52600701926965","{""coordinates"":[2.52600701926965,48.9709256021493],""type"":""Point""}",NPA
Arena Paris Nord,"48.9712707017419, 2.52614291868309","{""coordinates"":[2.52614291868309,48.9712707017419],""type"":""Point""}",NPA
Arena Paris Nord,"48.9698374692605, 2.51413019645458","{""coordinates"":[2.51413019645458,48.9698374692605],""type"":""Point""}",NPA
Arena Paris Nord,"48.9707906148133, 2.52592118816458","{""coordinates"":[2.52592118816458,48.9707906148133],""type"":""Point""}",NPA
Arena Paris Nord,"48.971048852259, 2.52606423883744","{""coordinates"":[2.52606423883744,48.971048852259],""type"":""Point""}",NPA
Arena Paris Nord,"48.969663741304, 2.51405867071577","{""coordinates"":[2.51405867071577,48.969663741304],""type"":""Point""}",NPA
Arena Paris Nord,"48.9691783551718, 2.51353563941063","{""coordinates"":[2.51353563941063,48.9691783551718],""type"":""Point""}",NPA
Arena Paris Nord,"48.9683824794724, 2.5144064628292","{""coordinates"":[2.5144064628292,48.9683824794724],""type"":""Point""}",NPA
Arena Paris Nord,"48.9706023086669, 2.51434218811596","{""coordinates"":[2.51434218811596,48.9706023086669],""type"":""Point""}",NPA
Arena Paris Nord,"48.9682772676075, 2.51514423379992","{""coordinates"":[2.51514423379992,48.9682772676075],""type"":""Point""}",NPA
Arena Paris Nord,"48.9686448380839, 2.51438053434274","{""coordinates"":[2.51438053434274,48.9686448380839],""type"":""Point""}",NPA
Arena Paris Nord,"48.9709068214728, 2.52588363688197","{""coordinates"":[2.52588363688197,48.9709068214728],""type"":""Point""}",NPA
Arena Paris Nord,"48.97114040889, 2.52602668868417","{""coordinates"":[2.52602668868417,48.97114040889],""type"":""Point""}",NPA
Arena Paris Nord,"48.9690339729525, 2.51408191618591","{""coordinates"":[2.51408191618591,48.9690339729525],""type"":""Point""}",NPA
Arena Paris Nord,"48.9688936959288, 2.51423748428763","{""coordinates"":[2.51423748428763,48.9688936959288],""type"":""Point""}",NPA
Arena Paris Nord,"48.970782397603, 2.52580495883615","{""coordinates"":[2.52580495883615,48.970782397603],""type"":""Point""}",NPA
Arena Paris Nord,"48.9713101040917, 2.52634110673122","{""coordinates"":[2.52634110673122,48.9713101040917],""type"":""Point""}",NPA
Arena Paris Nord,"48.9734720851618, 2.51573695054632","{""coordinates"":[2.51573695054632,48.9734720851618],""type"":""Point""}",NPA
Arena Paris Nord,"48.968103941945, 2.51431221214091","{""coordinates"":[2.51431221214091,48.968103941945],""type"":""Point""}",NPA
Arena Paris Nord,"48.9693632376796, 2.51401575455828","{""coordinates"":[2.51401575455828,48.9693632376796],""type"":""Point""}",NPA
Arena Paris Nord,"48.9734659196925, 2.51574004151574","{""coordinates"":[2.51574004151574,48.9734659196925],""type"":""Point""}",NPA
Club Olympique,"48.8651463264697, 2.31746606403107","{""coordinates"":[2.31746606403107,48.8651463264697],""type"":""Point""}",OLC
Club Olympique,"48.8651057998957, 2.31558666025846","{""coordinates"":[2.31558666025846,48.8651057998957],""type"":""Point""}",OLC
Club Olympique,"48.8647837993854, 2.31602612077559","{""coordinates"":[2.31602612077559,48.8647837993854],""type"":""Point""}",OLC
Club Olympique,"48.8647367472451, 2.31435957491493","{""coordinates"":[2.31435957491493,48.8647367472451],""type"":""Point""}",OLC
TPC Place Blanche - P3 dépose et reprise,"48.9226248147445, 2.34046345530947","{""coordinates"":[2.34046345530947,48.9226248147445],""type"":""Point""}",OLV
TPC Place Blanche - P6 dépose et reprise,"48.9225770034795, 2.34056531081905","{""coordinates"":[2.34056531081905,48.9225770034795],""type"":""Point""}",OLV
V. Oly/Para - Entrée Principale,"48.9269116375496, 2.33778649557147","{""coordinates"":[2.33778649557147,48.9269116375496],""type"":""Point""}",OLV
V. Oly/Para - Entrée Principale TX Staging,"48.9267507223021, 2.33762410362336","{""coordinates"":[2.33762410362336,48.9267507223021],""type"":""Point""}",OLV
V. Oly/Para - LOG Compound Cachin,"48.9187879259704, 2.33696926112051","{""coordinates"":[2.33696926112051,48.9187879259704],""type"":""Point""}",OLV
V. Oly/Para - LOG Compound Île,"48.9271471569791, 2.33558940663294","{""coordinates"":[2.33558940663294,48.9271471569791],""type"":""Point""}",OLV
V. Oly/Para - OGER (P4),"48.9191102401386, 2.33576257138238","{""coordinates"":[2.33576257138238,48.9191102401386],""type"":""Point""}",OLV
V. Oly/Para - OGER (P6 RateCard),"48.9191408615051, 2.33553474000683","{""coordinates"":[2.33553474000683,48.9191408615051],""type"":""Point""}",OLV
V. Oly/Para - Parking Entrée Principale (P1),"48.926160790057, 2.33713300314999","{""coordinates"":[2.33713300314999,48.926160790057],""type"":""Point""}",OLV
V. Oly/Para - Parking Entrée Principale (P2),"48.9261429069791, 2.33710928438374","{""coordinates"":[2.33710928438374,48.9261429069791],""type"":""Point""}",OLV
V. Oly/Para - Parking Entrée Principale (P5),"48.9261596217779, 2.33710009145377","{""coordinates"":[2.33710009145377,48.9261596217779],""type"":""Point""}",OLV
V. Oly/Para - Parking Neruda (P3 CNO/CNP),"48.9174778194133, 2.33716089815427","{""coordinates"":[2.33716089815427,48.9174778194133],""type"":""Point""}",OLV
Village Oly et Para - Parking Carré Pleyel,"48.9197131515415, 2.3458410842961","{""coordinates"":[2.3458410842961,48.9197131515415],""type"":""Point""}",OLV
Village Oly et Paralympic - Polyclinic (PX),"48.9192236801417, 2.33639803922133","{""coordinates"":[2.33639803922133,48.9192236801417],""type"":""Point""}",OLV
Village Olympique et Paralympique - Centrale Mobilité 2,"48.9260156254861, 2.33452474613701","{""coordinates"":[2.33452474613701,48.9260156254861],""type"":""Point""}",OLV
Entrée Principale - P3 CNO/CNP dépose et reprise,"48.9261804632936, 2.33712377253357","{""coordinates"":[2.33712377253357,48.9261804632936],""type"":""Point""}",OLV PLV
Entrée Principale - P6 CNO/CNP dépose et reprise,"48.926117018822, 2.33706471436422","{""coordinates"":[2.33706471436422,48.926117018822],""type"":""Point""}",OLV PLV
Aéroport d'Orly,"48.7385752700723, 2.3663357636497","{""coordinates"":[2.3663357636497,48.7385752700723],""type"":""Point""}",ORY
Village Olympique Châteauroux,"46.8246901280565, 1.75978155927144","{""coordinates"":[1.75978155927144,46.8246901280565],""type"":""Point""}",OVC
Village Olympique Châteauroux,"46.8254841764276, 1.75919326151516","{""coordinates"":[1.75919326151516,46.8254841764276],""type"":""Point""}",OVC
Village Olympique Châteauroux,"46.8257245906801, 1.75913961829819","{""coordinates"":[1.75913961829819,46.8257245906801],""type"":""Point""}",OVC
Village Olympique Lille Métropole,"50.630070179146, 3.1344625443845","{""coordinates"":[3.1344625443845,50.630070179146],""type"":""Point""}",OVL
Village Olympique Lille Métropole,"50.6298859044827, 3.13429655951215","{""coordinates"":[3.13429655951215,50.6298859044827],""type"":""Point""}",OVL
Village Olympique Lille Métropole,"50.6299136933529, 3.13432436252247","{""coordinates"":[3.13432436252247,50.6299136933529],""type"":""Point""}",OVL
Village Olympique Lille Métropole,"50.6298115872981, 3.1345186761398","{""coordinates"":[3.1345186761398,50.6298115872981],""type"":""Point""}",OVL
Marina de Marseille,"43.2549483294909, 5.37711678170356","{""coordinates"":[5.37711678170356,43.2549483294909],""type"":""Point""}",OVM
Village Oly Marseille,"43.255304720908, 5.37780267406848","{""coordinates"":[5.37780267406848,43.255304720908],""type"":""Point""}",OVM
Village Olympique Marseille,"43.2546776185403, 5.3783355186138","{""coordinates"":[5.3783355186138,43.2546776185403],""type"":""Point""}",OVM
Village Olympique Marseille,"43.254743330811, 5.37792697017072","{""coordinates"":[5.37792697017072,43.254743330811],""type"":""Point""}",OVM
Village Olympique Marseille,"43.2546591770471, 5.37917279085383","{""coordinates"":[5.37917279085383,43.2546591770471],""type"":""Point""}",OVM
Village Olympique Marseille,"43.2546532774813, 5.37866817624609","{""coordinates"":[5.37866817624609,43.2546532774813],""type"":""Point""}",OVM
Village Olympique Marseille,"43.255164658913, 5.38208185472042","{""coordinates"":[5.38208185472042,43.255164658913],""type"":""Point""}",OVM
Village Olympique Marseille,"43.2559074769579, 5.37879213788189","{""coordinates"":[5.37879213788189,43.2559074769579],""type"":""Point""}",OVM
Parc des Princes,"48.838861686237, 2.25352960866684","{""coordinates"":[2.25352960866684,48.838861686237],""type"":""Point""}",PDP
Parc des Princes,"48.8382418248658, 2.25237841408035","{""coordinates"":[2.25237841408035,48.8382418248658],""type"":""Point""}",PDP
Parc des Princes,"48.844306611857, 2.25220652451874","{""coordinates"":[2.25220652451874,48.844306611857],""type"":""Point""}",PDP
Parc des Princes,"48.8442880967935, 2.25227060705414","{""coordinates"":[2.25227060705414,48.8442880967935],""type"":""Point""}",PDP
Parc des Princes,"48.8423264899047, 2.25188533034739","{""coordinates"":[2.25188533034739,48.8423264899047],""type"":""Point""}",PDP
Parc des Princes,"48.8442578034753, 2.25224300598899","{""coordinates"":[2.25224300598899,48.8442578034753],""type"":""Point""}",PDP
Parc des Princes,"48.844719292618, 2.25246872018512","{""coordinates"":[2.25246872018512,48.844719292618],""type"":""Point""}",PDP
Parc des Princes,"48.8442736961839, 2.25220965049607","{""coordinates"":[2.25220965049607,48.8442736961839],""type"":""Point""}",PDP
Parc des Princes,"48.8397275853512, 2.25209043683764","{""coordinates"":[2.25209043683764,48.8397275853512],""type"":""Point""}",PDP
Parc des Princes,"48.8423408910742, 2.25193222000744","{""coordinates"":[2.25193222000744,48.8423408910742],""type"":""Point""}",PDP
Parc des Princes,"48.8443096977002, 2.25232062269153","{""coordinates"":[2.25232062269153,48.8443096977002],""type"":""Point""}",PDP
Parc des Princes,"48.8496804028869, 2.25796757249403","{""coordinates"":[2.25796757249403,48.8496804028869],""type"":""Point""}",PDP
Hôtel de la Famille Para - Hyatt,"48.8785973493339, 2.28568732813979","{""coordinates"":[2.28568732813979,48.8785973493339],""type"":""Point""}",PFH
PESI,"46.8246901280565, 1.75978155927144","{""coordinates"":[1.75978155927144,46.8246901280565],""type"":""Point""}",PSI
PESI,"46.8245346579143, 1.75834410484554","{""coordinates"":[1.75834410484554,46.8245346579143],""type"":""Point""}",PSI
Stade Roland-Garros,"48.8495009527236, 2.25799738681106","{""coordinates"":[2.25799738681106,48.8495009527236],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8478172078461, 2.24473205827744","{""coordinates"":[2.24473205827744,48.8478172078461],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8477799139875, 2.24448553409062","{""coordinates"":[2.24448553409062,48.8477799139875],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8478854558912, 2.24500027852911","{""coordinates"":[2.24500027852911,48.8478854558912],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8478972230243, 2.24484292237491","{""coordinates"":[2.24484292237491,48.8478972230243],""type"":""Point""}",RGA
Stade Roland-Garros,"48.850575435125, 2.24852701941109","{""coordinates"":[2.24852701941109,48.850575435125],""type"":""Point""}",RGA
Stade Roland-Garros,"48.848881114139, 2.24467699322022","{""coordinates"":[2.24467699322022,48.848881114139],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8478077938774, 2.2449001442271","{""coordinates"":[2.2449001442271,48.8478077938774],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8443095820436, 2.25228055692423","{""coordinates"":[2.25228055692423,48.8443095820436],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8478133788018, 2.24505232249526","{""coordinates"":[2.24505232249526,48.8478133788018],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8479704916139, 2.24478189133045","{""coordinates"":[2.24478189133045,48.8479704916139],""type"":""Point""}",RGA
Stade Roland-Garros,"48.8447357674725, 2.25258316132138","{""coordinates"":[2.25258316132138,48.8447357674725],""type"":""Point""}",RGA
Arena Paris Sud 1,"48.8309052772531, 2.28386156794632","{""coordinates"":[2.28386156794632,48.8309052772531],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8309566458121, 2.28374569003404","{""coordinates"":[2.28374569003404,48.8309566458121],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8322286798932, 2.28086951648045","{""coordinates"":[2.28086951648045,48.8322286798932],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8309016934001, 2.28388068182876","{""coordinates"":[2.28388068182876,48.8309016934001],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8309626189004, 2.28372299229864","{""coordinates"":[2.28372299229864,48.8309626189004],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8258997852679, 2.28912203245653","{""coordinates"":[2.28912203245653,48.8258997852679],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8309196126649, 2.28383409174031","{""coordinates"":[2.28383409174031,48.8309196126649],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8331713122254, 2.2826452265635","{""coordinates"":[2.2826452265635,48.8331713122254],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8273593827234, 2.28920574125883","{""coordinates"":[2.28920574125883,48.8273593827234],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.83361626448, 2.28293844905266","{""coordinates"":[2.28293844905266,48.83361626448],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8309458942532, 2.28378630703422","{""coordinates"":[2.28378630703422,48.8309458942532],""type"":""Point""}",SP1
Arena Paris Sud 1,"48.8309303642238, 2.28380900476961","{""coordinates"":[2.28380900476961,48.8309303642238],""type"":""Point""}",SP1
Arena Paris Sud 4,"48.829357975913, 2.29009670692542","{""coordinates"":[2.29009670692542,48.829357975913],""type"":""Point""}",SP4
Arena Paris Sud 4,"48.8291460908923, 2.28993577271544","{""coordinates"":[2.28993577271544,48.8291460908923],""type"":""Point""}",SP4
Arena Paris Sud 4 6,"48.8275437955242, 2.28916271309026","{""coordinates"":[2.28916271309026,48.8275437955242],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.8295416098, 2.29111237052573","{""coordinates"":[2.29111237052573,48.8295416098],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.8259138599143, 2.28909857471247","{""coordinates"":[2.28909857471247,48.8259138599143],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.8296969909942, 2.29111237046583","{""coordinates"":[2.29111237046583,48.8296969909942],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.8295463183955, 2.29084057370377","{""coordinates"":[2.29084057370377,48.8295463183955],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.8293626853742, 2.29115528487792","{""coordinates"":[2.29115528487792,48.8293626853742],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.828570207932, 2.29233506616675","{""coordinates"":[2.29233506616675,48.828570207932],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.8285042869965, 2.29239943918311","{""coordinates"":[2.29239943918311,48.8285042869965],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.8283061282276, 2.29717733841075","{""coordinates"":[2.29717733841075,48.8283061282276],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.8288912342406, 2.29432387857075","{""coordinates"":[2.29432387857075,48.8288912342406],""type"":""Point""}",SP4/6
Arena Paris Sud 4 6,"48.829725242492, 2.29083342094982","{""coordinates"":[2.29083342094982,48.829725242492],""type"":""Point""}",SP4/6
Arena Paris Sud 6,"48.8304491606798, 2.29215656955866","{""coordinates"":[2.29215656955866,48.8304491606798],""type"":""Point""}",SP6
Arena Paris Sud 6,"48.8303935227545, 2.29216154125773","{""coordinates"":[2.29216154125773,48.8303935227545],""type"":""Point""}",SP6
Stade de France,"48.9261902768635, 2.35784737231885","{""coordinates"":[2.35784737231885,48.9261902768635],""type"":""Point""}",STA
Stade de France,"48.926287561953, 2.36146761365375","{""coordinates"":[2.36146761365375,48.926287561953],""type"":""Point""}",STA
Stade de France,"48.9262055436486, 2.35788152028972","{""coordinates"":[2.35788152028972,48.9262055436486],""type"":""Point""}",STA
Stade de France,"48.9190353865793, 2.35439970433837","{""coordinates"":[2.35439970433837,48.9190353865793],""type"":""Point""}",STA
Stade de France,"48.9263115558829, 2.35786963068314","{""coordinates"":[2.35786963068314,48.9263115558829],""type"":""Point""}",STA
Stade de France,"48.9261584329036, 2.35788639373651","{""coordinates"":[2.35788639373651,48.9261584329036],""type"":""Point""}",STA
Stade de France,"48.9261563712338, 2.35785351350273","{""coordinates"":[2.35785351350273,48.9261563712338],""type"":""Point""}",STA
Stade Geoffroy-Guichard,"45.4610291965994, 4.38823527724438","{""coordinates"":[4.38823527724438,45.4610291965994],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4598829227883, 4.38519395314939","{""coordinates"":[4.38519395314939,45.4598829227883],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4608414065565, 4.38829097751327","{""coordinates"":[4.38829097751327,45.4608414065565],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4609664873133, 4.38796830761256","{""coordinates"":[4.38796830761256,45.4609664873133],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4616760792573, 4.39134829495761","{""coordinates"":[4.39134829495761,45.4616760792573],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4611455601, 4.38824587265178","{""coordinates"":[4.38824587265178,45.4611455601],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4607206643261, 4.38822186582957","{""coordinates"":[4.38822186582957,45.4607206643261],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4610611785558, 4.38900238814495","{""coordinates"":[4.38900238814495,45.4610611785558],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4599942037285, 4.38735537958613","{""coordinates"":[4.38735537958613,45.4599942037285],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4600396898478, 4.38645258265243","{""coordinates"":[4.38645258265243,45.4600396898478],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4609276072162, 4.38895142741872","{""coordinates"":[4.38895142741872,45.4609276072162],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4601706965894, 4.38822276023074","{""coordinates"":[4.38822276023074,45.4601706965894],""type"":""Point""}",STE
Stade Geoffroy-Guichard,"45.4604167714335, 4.38794935408455","{""coordinates"":[4.38794935408455,45.4604167714335],""type"":""Point""}",STE
Teahupo'o Tahiti,"-17.8556925889374, -149.252228943771","{""coordinates"":[-149.252228943771,-17.8556925889374],""type"":""Point""}",TAH
Teahupo'o Tahiti,"-17.8551947510445, -149.251559732313","{""coordinates"":[-149.251559732313,-17.8551947510445],""type"":""Point""}",TAH
Teahupo'o Tahiti,"-17.8556568465366, -149.25189098513","{""coordinates"":[-149.25189098513,-17.8556568465366],""type"":""Point""}",TAH
Teahupo'o Tahiti,"-17.85985563121, -149.246915820375","{""coordinates"":[-149.246915820375,-17.85985563121],""type"":""Point""}",TAH
Teahupo'o Tahiti,"-17.8548832821082, -149.251549003566","{""coordinates"":[-149.251549003566,-17.8548832821082],""type"":""Point""}",TAH
Teahupo'o Tahiti,"-17.8558712997681, -149.252059964159","{""coordinates"":[-149.252059964159,-17.8558712997681],""type"":""Point""}",TAH
Teahupo'o Tahiti,"-17.8559217215163, -149.252392893933","{""coordinates"":[-149.252392893933,-17.8559217215163],""type"":""Point""}",TAH
Teahupo'o Tahiti,"-17.8553683561784, -149.251940605998","{""coordinates"":[-149.251940605998,-17.8553683561784],""type"":""Point""}",TAH
Trocadero,"48.8634432591509, 2.28948737597764","{""coordinates"":[2.28948737597764,48.8634432591509],""type"":""Point""}",TRO
Trocadero,"48.8635958951711, 2.2924141925362","{""coordinates"":[2.2924141925362,48.8635958951711],""type"":""Point""}",TRO
Trocadero,"48.8631913167498, 2.28850338416425","{""coordinates"":[2.28850338416425,48.8631913167498],""type"":""Point""}",TRO
Trocadero,"48.8633016566436, 2.28891990342617","{""coordinates"":[2.28891990342617,48.8633016566436],""type"":""Point""}",TRO
Trocadero,"48.8635646324097, 2.29236946563559","{""coordinates"":[2.29236946563559,48.8635646324097],""type"":""Point""}",TRO
Trocadero,"48.8635627934231, 2.28994582670887","{""coordinates"":[2.28994582670887,48.8635627934231],""type"":""Point""}",TRO
Trocadero,"48.8596345638742, 2.28782688979255","{""coordinates"":[2.28782688979255,48.8596345638742],""type"":""Point""}",TRO
Trocadero,"48.8633976091149, 2.28929294925563","{""coordinates"":[2.28929294925563,48.8633976091149],""type"":""Point""}",TRO
Trocadero,"48.8596839752356, 2.28810047404254","{""coordinates"":[2.28810047404254,48.8596839752356],""type"":""Point""}",TRO
Trocadero,"48.8563149008117, 2.28997634067099","{""coordinates"":[2.28997634067099,48.8563149008117],""type"":""Point""}",TRO
Trocadero,"48.8565207483504, 2.29006359095626","{""coordinates"":[2.29006359095626,48.8565207483504],""type"":""Point""}",TRO
Trocadero,"48.8629430510992, 2.29182156110314","{""coordinates"":[2.29182156110314,48.8629430510992],""type"":""Point""}",TRO
Trocadero,"48.8632428087305, 2.28871863237343","{""coordinates"":[2.28871863237343,48.8632428087305],""type"":""Point""}",TRO
Velopark de Saint-Quentin-en-Yvelines,"48.7890077633548, 2.03526280606491","{""coordinates"":[2.03526280606491,48.7890077633548],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7889888169264, 2.03533140228189","{""coordinates"":[2.03533140228189,48.7889888169264],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7888089904538, 2.03531189665527","{""coordinates"":[2.03531189665527,48.7888089904538],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7894372202185, 2.0309182264627","{""coordinates"":[2.0309182264627,48.7894372202185],""type"":""Point""}",VEL
